subject,condition,room,recall,original_description,semantic_similarity,task,experiment
19,Passive,Theater,people watch movies,"In this room, a movie plays automatically and you cannot choose it.",0.25181535,recall,exp02
19,Passive,Library,i forgot,"In this room, the books are always in the wrong order.",0.11307737,recall,exp02
19,Passive,Bathroom,people get ready ,"In this room, when you turn on the water, all the faucets turn on.",0.02899347,recall,exp02
2,Passive,Server Room,Memory is deleted instead of stored.,"In this room, everything shuts down when you try to fix something.",0.14339526,recall,exp02
2,Active,Cellar,Bottles hold water,"In this room, the bottles are all filled with water.",0.58663416,recall,exp02
2,Passive,Closet,Clothes dress you,"In this room, clothes keep piling onto the floor, even when you hang them up.",0.2941041,recall,exp02
2,Active,Art Studio,Art supplies change color,"In this room, the art supplies keep changing color every day.",0.4686266,recall,exp02
2,Active,Swimming Pool,Water never splashes from the pool,"In this room, the water remains still, no matter how much you splash around in it.",0.5207243,recall,exp02
2,Active,Gym,Weights get heavier even if you don't use them\n,"In this room, the weights get heavier every day, regardless of whether you use them or not.",0.69274163,recall,exp02
2,Active,Attic,Dust never settles,"In this room, the boxes are stuck to the floor and cannot be moved.",0.17563748,recall,exp02
2,Passive,Arcade,The games play you,"In this room, there is a leaderboard that updates everyday.",0.100018814,recall,exp02
2,Passive,Theater,Don't remember,"In this room, a movie plays automatically and you cannot choose it.",0.06481363,recall,exp02
2,Passive,Garage,Cars park you,"In this room, the walls will expand to fit any amount of cars.",0.15906534,recall,exp02
2,Active,Rooftop,Energy is released not stored,"In this room, the solar panels light up at night.",0.20567906,recall,exp02
2,Passive,Zen Room,Chaos,"In this room, no sound can enter the walls.",0.08039352,recall,exp02
2,Passive,Observatory,Don't remember ,"In this room, the telescope only works on a cloudy night.",0.05161728,recall,exp02
2,Active,Planetarium,The strars get dimmed,"In this room, you can see the constellations from different planets.",0.098143004,recall,exp02
2,Passive,Bathroom,Don't remember,"In this room, when you turn on the water, all the faucets turn on.",-0.009855572,recall,exp02
2,Passive,Dining Room,Food eats you,"In this room, the food on the table gets cold, but the drinks get hot.",0.21491835,recall,exp02
2,Passive,Greenhouse,Don't remember,"In this room, the plants swap places every day.",-0.03658638,recall,exp02
2,Passive,Library,Books read you,"In this room, the books are always in the wrong order.",0.2838927,recall,exp02
2,Active,Laboratory,Don't remember,"In this room, all lab tests come back with positive results.",-0.06557405,recall,exp02
2,Active,Aquarium,No idea,"In this room, the fish only come out when the lights are off.",-0.0338479,recall,exp02
2,Active,Laundry Room,Clothes never dry,"In this room, the clothes get washed, dried, and folded on their own, but not always in that order.",0.4352128,recall,exp02
2,Active,Bedroom,Don't rememeber,"In this room, the sun always hits your eyes in the morning.",0.040162034,recall,exp02
2,Active,Bowling Alley,Pins reset themselves,"In this room, the bowling balls always roll back to the starting point.",0.17161049,recall,exp02
2,Passive,Patio,Don't remember,"In this room, no bugs can leave, but they can enter freely.",-0.11848638,recall,exp02
20,Active,Gym,working out,"In this room, the weights get heavier every day, regardless of whether you use them or not.",0.21804962,recall,exp02
20,Passive,Library,reading,"In this room, the books are always in the wrong order.",0.13739598,recall,exp02
20,Active,Laundry Room,washing clothes,"In this room, the clothes get washed, dried, and folded on their own, but not always in that order.",0.43530238,recall,exp02
20,Active,Bowling Alley,playing bowling,"In this room, the bowling balls always roll back to the starting point.",0.3851666,recall,exp02
20,Active,Cellar,store wine,"In this room, the bottles are all filled with water.",0.19697508,recall,exp02
20,Passive,Bathroom,taking showers and using the restroom,"In this room, when you turn on the water, all the faucets turn on.",0.26779088,recall,exp02
20,Passive,Patio,lounge area outside,"In this room, no bugs can leave, but they can enter freely.",0.060802046,recall,exp02
20,Active,Laboratory,science related projects,"In this room, all lab tests come back with positive results.",0.115109354,recall,exp02
20,Active,Art Studio,make art and creative projects,"In this room, the art supplies keep changing color every day.",0.12227677,recall,exp02
20,Passive,Garage,stores cars,"In this room, the walls will expand to fit any amount of cars.",0.22058953,recall,exp02
20,Passive,Closet,stores clothing and shoes,"In this room, clothes keep piling onto the floor, even when you hang them up.",0.2765052,recall,exp02
20,Passive,Observatory,see stars in space,"In this room, the telescope only works on a cloudy night.",0.28816298,recall,exp02
20,Active,Rooftop,stores solar energy,"In this room, the solar panels light up at night.",0.46279347,recall,exp02
20,Passive,Theater,movie watching,"In this room, a movie plays automatically and you cannot choose it.",0.29646719,recall,exp02
20,Passive,Greenhouse,helps plants grow,"In this room, the plants swap places every day.",0.27877924,recall,exp02
20,Active,Bedroom,where a person sleeps,"In this room, the sun always hits your eyes in the morning.",0.15053937,recall,exp02
20,Passive,Server Room,holds data for computers,"In this room, everything shuts down when you try to fix something.",0.08032292,recall,exp02
20,Active,Attic,storage for excess things,"In this room, the boxes are stuck to the floor and cannot be moved.",0.16359892,recall,exp02
20,Active,Planetarium,watch the stars and space,"In this room, you can see the constellations from different planets.",0.35047662,recall,exp02
20,Active,Aquarium,observing fish,"In this room, the fish only come out when the lights are off.",0.37311906,recall,exp02
20,Passive,Zen Room,meditate,"In this room, no sound can enter the walls.",0.047015816,recall,exp02
20,Active,Swimming Pool,swim,"In this room, the water remains still, no matter how much you splash around in it.",0.21849513,recall,exp02
20,Passive,Arcade,play games,"In this room, there is a leaderboard that updates everyday.",0.09045839,recall,exp02
20,Passive,Dining Room,to dine in,"In this room, the food on the table gets cold, but the drinks get hot.",0.20765693,recall,exp02
25,Passive,Theater,people sit there,"In this room, a movie plays automatically and you cannot choose it.",0.12224419,recall,exp02
25,Active,Bowling Alley,sitting down,"In this room, the bowling balls always roll back to the starting point.",0.039284468,recall,exp02
25,Passive,Arcade,gaming,"In this room, there is a leaderboard that updates everyday.",0.10632799,recall,exp02
25,Passive,Greenhouse,plaanting,"In this room, the plants swap places every day.",-0.08620485,recall,exp02
25,Active,Attic,storage,"In this room, the boxes are stuck to the floor and cannot be moved.",0.13875748,recall,exp02
25,Active,Swimming Pool,swimming,"In this room, the water remains still, no matter how much you splash around in it.",0.21063866,recall,exp02
25,Passive,Observatory,zooming ,"In this room, the telescope only works on a cloudy night.",0.06643394,recall,exp02
25,Active,Art Studio,art work,"In this room, the art supplies keep changing color every day.",0.16242903,recall,exp02
25,Active,Planetarium,not sure,"In this room, you can see the constellations from different planets.",-0.045766477,recall,exp02
25,Active,Gym,fitness,"In this room, the weights get heavier every day, regardless of whether you use them or not.",0.14765608,recall,exp02
25,Active,Aquarium,rearing  fish,"In this room, the fish only come out when the lights are off.",0.267241,recall,exp02
25,Active,Laboratory,experiments,"In this room, all lab tests come back with positive results.",0.2206695,recall,exp02
25,Active,Cellar,storage,"In this room, the bottles are all filled with water.",0.06395023,recall,exp02
25,Passive,Zen Room,not sure,"In this room, no sound can enter the walls.",-0.04831877,recall,exp02
25,Active,Laundry Room,washing,"In this room, the clothes get washed, dried, and folded on their own, but not always in that order.",0.31597805,recall,exp02
25,Passive,Bathroom,bathing,"In this room, when you turn on the water, all the faucets turn on.",0.22449526,recall,exp02
25,Active,Rooftop,solar energy,"In this room, the solar panels light up at night.",0.492704,recall,exp02
25,Passive,Closet,storing clothes,"In this room, clothes keep piling onto the floor, even when you hang them up.",0.3527329,recall,exp02
25,Passive,Dining Room,eating,"In this room, the food on the table gets cold, but the drinks get hot.",0.1687438,recall,exp02
25,Passive,Patio,resting,"In this room, no bugs can leave, but they can enter freely.",0.06879768,recall,exp02
25,Active,Bedroom,sleeping,"In this room, the sun always hits your eyes in the morning.",0.1718314,recall,exp02
25,Passive,Garage,packing,"In this room, the walls will expand to fit any amount of cars.",0.089438945,recall,exp02
25,Passive,Library,storing books,"In this room, the books are always in the wrong order.",0.28358924,recall,exp02
25,Passive,Server Room,internet control,"In this room, everything shuts down when you try to fix something.",0.07616308,recall,exp02
28,Passive,Bathroom,cleaning activities,"In this room, when you turn on the water, all the faucets turn on.",0.025803067,recall,exp02
28,Passive,Patio,outdoor activities,"In this room, no bugs can leave, but they can enter freely.",0.04159615,recall,exp02
28,Passive,Dining Room,dining activities,"In this room, the food on the table gets cold, but the drinks get hot.",0.17244047,recall,exp02
28,Active,Aquarium,lounge,"In this room, the fish only come out when the lights are off.",0.12574895,recall,exp02
28,Active,Bedroom,master bedroom,"In this room, the sun always hits your eyes in the morning.",0.19103476,recall,exp02
28,Active,Attic,storage,"In this room, the boxes are stuck to the floor and cannot be moved.",0.13875748,recall,exp02
28,Passive,Arcade,game room,"In this room, there is a leaderboard that updates everyday.",0.23672321,recall,exp02
28,Passive,Greenhouse,green room,"In this room, the plants swap places every day.",0.25513884,recall,exp02
28,Passive,Library,library,"In this room, the books are always in the wrong order.",0.21893333,recall,exp02
28,Active,Gym,weights get higher everyday,"In this room, the weights get heavier every day, regardless of whether you use them or not.",0.5706715,recall,exp02
28,Passive,Zen Room,meditation,"In this room, no sound can enter the walls.",0.014860677,recall,exp02
28,Active,Cellar,winery,"In this room, the bottles are all filled with water.",0.16520607,recall,exp02
28,Active,Swimming Pool,pool,"In this room, the water remains still, no matter how much you splash around in it.",0.27959666,recall,exp02
28,Passive,Server Room,servers,"In this room, everything shuts down when you try to fix something.",0.07562251,recall,exp02
28,Active,Planetarium,constellations,"In this room, you can see the constellations from different planets.",0.5590034,recall,exp02
28,Active,Laboratory,science,"In this room, all lab tests come back with positive results.",0.1095593,recall,exp02
28,Passive,Observatory,space observations,"In this room, the telescope only works on a cloudy night.",0.11655314,recall,exp02
28,Passive,Garage,manual activities,"In this room, the walls will expand to fit any amount of cars.",-0.07501457,recall,exp02
28,Passive,Closet,clothing storage,"In this room, clothes keep piling onto the floor, even when you hang them up.",0.3018696,recall,exp02
28,Active,Bowling Alley,game room,"In this room, the bowling balls always roll back to the starting point.",0.20475778,recall,exp02
28,Active,Art Studio,painting room,"In this room, the art supplies keep changing color every day.",0.32364246,recall,exp02
28,Active,Laundry Room,washing and drying,"In this room, the clothes get washed, dried, and folded on their own, but not always in that order.",0.39877948,recall,exp02
28,Active,Rooftop,solar panels,"In this room, the solar panels light up at night.",0.5547875,recall,exp02
28,Passive,Theater,movie room,"In this room, a movie plays automatically and you cannot choose it.",0.4314595,recall,exp02
41,Passive,Zen Room,relax,"In this room, no sound can enter the walls.",0.0902129,recall,exp02
41,Passive,Patio,to chill,"In this room, no bugs can leave, but they can enter freely.",0.10754863,recall,exp02
41,Passive,Theater,watch movie,"In this room, a movie plays automatically and you cannot choose it.",0.23503737,recall,exp02
41,Active,Attic,stock,"In this room, the boxes are stuck to the floor and cannot be moved.",-0.08004496,recall,exp02
41,Passive,Server Room,cpu,"In this room, everything shuts down when you try to fix something.",0.08385913,recall,exp02
41,Active,Art Studio,painting,"In this room, the art supplies keep changing color every day.",0.22754374,recall,exp02
41,Active,Swimming Pool,swimming,"In this room, the water remains still, no matter how much you splash around in it.",0.21063864,recall,exp02
41,Passive,Garage,park car,"In this room, the walls will expand to fit any amount of cars.",0.1398612,recall,exp02
41,Active,Bowling Alley,bowling,"In this room, the bowling balls always roll back to the starting point.",0.42189977,recall,exp02
41,Passive,Closet,change clothes,"In this room, clothes keep piling onto the floor, even when you hang them up.",0.24485019,recall,exp02
41,Active,Gym,work out,"In this room, the weights get heavier every day, regardless of whether you use them or not.",0.16108759,recall,exp02
41,Passive,Library,read,"In this room, the books are always in the wrong order.",0.07840639,recall,exp02
41,Active,Rooftop,sun reflection,"In this room, the solar panels light up at night.",0.30580792,recall,exp02
41,Passive,Observatory,telescope,"In this room, the telescope only works on a cloudy night.",0.48026457,recall,exp02
41,Active,Bedroom,sleep,"In this room, the sun always hits your eyes in the morning.",0.2489971,recall,exp02
41,Passive,Greenhouse,plant,"In this room, the plants swap places every day.",0.28040844,recall,exp02
41,Active,Aquarium,watch fish,"In this room, the fish only come out when the lights are off.",0.30641356,recall,exp02
41,Active,Cellar,store wine,"In this room, the bottles are all filled with water.",0.1969751,recall,exp02
41,Passive,Bathroom,take a shower,"In this room, when you turn on the water, all the faucets turn on.",0.2555756,recall,exp02
41,Active,Planetarium,watch planets,"In this room, you can see the constellations from different planets.",0.41391832,recall,exp02
41,Active,Laboratory,do experiment,"In this room, all lab tests come back with positive results.",0.21387056,recall,exp02
41,Passive,Dining Room,eat dinner,"In this room, the food on the table gets cold, but the drinks get hot.",0.17601869,recall,exp02
41,Active,Laundry Room,wash clothes,"In this room, the clothes get washed, dried, and folded on their own, but not always in that order.",0.4208023,recall,exp02
41,Passive,Arcade,play arcade,"In this room, there is a leaderboard that updates everyday.",0.12653567,recall,exp02
42,Passive,Observatory,The telescope can only see when the sky is cloudy.,"In this room, the telescope only works on a cloudy night.",0.683807,recall,exp02
42,Passive,Theater,A movie is always playing.,"In this room, a movie plays automatically and you cannot choose it.",0.50462323,recall,exp02
42,Passive,Dining Room,The sun always hits your face,"In this room, the food on the table gets cold, but the drinks get hot.",0.108546436,recall,exp02
42,Active,Art Studio,The art supplies change color everyday,"In this room, the art supplies keep changing color every day.",0.669538,recall,exp02
42,Active,Planetarium,You can see any galaxy,"In this room, you can see the constellations from different planets.",0.4107198,recall,exp02
42,Active,Attic,Can store anything,"In this room, the boxes are stuck to the floor and cannot be moved.",0.19368571,recall,exp02
42,Passive,Patio,Barbecues can be held,"In this room, no bugs can leave, but they can enter freely.",0.17469281,recall,exp02
42,Active,Laundry Room,"Washes, folds, and dries clothes but not always in that order","In this room, the clothes get washed, dried, and folded on their own, but not always in that order.",0.7779849,recall,exp02
42,Active,Bowling Alley,Bowling balls always get lost,"In this room, the bowling balls always roll back to the starting point.",0.59968734,recall,exp02
42,Active,Aquarium,The fish swim around always,"In this room, the fish only come out when the lights are off.",0.4956728,recall,exp02
42,Passive,Garage,Cars go missing,"In this room, the walls will expand to fit any amount of cars.",0.08422813,recall,exp02
42,Passive,Zen Room,Meditation is interrupted,"In this room, no sound can enter the walls.",0.051915247,recall,exp02
42,Active,Rooftop,The solar panels light up at night,"In this room, the solar panels light up at night.",0.8389585,recall,exp02
42,Active,Bedroom,The light always hits your face,"In this room, the sun always hits your eyes in the morning.",0.48344475,recall,exp02
42,Active,Swimming Pool,The water is always still no matter how much you splash,"In this room, the water remains still, no matter how much you splash around in it.",0.7468162,recall,exp02
42,Passive,Bathroom,It is always cold,"In this room, when you turn on the water, all the faucets turn on.",0.17611068,recall,exp02
42,Passive,Library,Books are changed everyday,"In this room, the books are always in the wrong order.",0.39992344,recall,exp02
42,Passive,Arcade,games are too expensive to play,"In this room, there is a leaderboard that updates everyday.",0.001372986,recall,exp02
42,Passive,Server Room,Servers are always down,"In this room, everything shuts down when you try to fix something.",0.124826744,recall,exp02
42,Active,Laboratory,All tests are returned positive,"In this room, all lab tests come back with positive results.",0.5329404,recall,exp02
42,Passive,Greenhouse,The plants are changed daily,"In this room, the plants swap places every day.",0.5071397,recall,exp02
42,Active,Cellar,Wine is aged,"In this room, the bottles are all filled with water.",0.17720157,recall,exp02
42,Passive,Closet,The clothes always pile on the floor,"In this room, clothes keep piling onto the floor, even when you hang them up.",0.6515096,recall,exp02
42,Active,Gym,It is always dusty,"In this room, the weights get heavier every day, regardless of whether you use them or not.",-0.022424757,recall,exp02
43,Passive,Theater,You can not pick the movie but one automatically plays,"In this room, a movie plays automatically and you cannot choose it.",0.73110163,recall,exp02
43,Passive,Patio,People talk,"In this room, no bugs can leave, but they can enter freely.",0.00197313,recall,exp02
43,Passive,Library,All the books do something,"In this room, the books are always in the wrong order.",0.47502017,recall,exp02
43,Passive,Greenhouse,All the plants grow,"In this room, the plants swap places every day.",0.4292537,recall,exp02
43,Active,Gym,The weights always get heavier everyday even if you dont use them,"In this room, the weights get heavier every day, regardless of whether you use them or not.",0.7755804,recall,exp02
43,Passive,Server Room,All the serves connect to anything,"In this room, everything shuts down when you try to fix something.",0.25880426,recall,exp02
43,Passive,Closet,The clothes are always piled on fllor,"In this room, clothes keep piling onto the floor, even when you hang them up.",0.4641866,recall,exp02
43,Active,Bedroom,The brightness always wakes you up,"In this room, the sun always hits your eyes in the morning.",0.44485098,recall,exp02
43,Passive,Garage,It doesnt fit cars,"In this room, the walls will expand to fit any amount of cars.",0.30323106,recall,exp02
43,Active,Planetarium,It is very large,"In this room, you can see the constellations from different planets.",0.03950273,recall,exp02
43,Active,Art Studio,It oozes inspo,"In this room, the art supplies keep changing color every day.",0.07293901,recall,exp02
43,Active,Swimming Pool,the water never moves no matter how much you splash,"In this room, the water remains still, no matter how much you splash around in it.",0.70035195,recall,exp02
43,Active,Aquarium,The fish never do something,"In this room, the fish only come out when the lights are off.",0.49137455,recall,exp02
43,Active,Attic,It is very dusty,"In this room, the boxes are stuck to the floor and cannot be moved.",0.11183759,recall,exp02
43,Passive,Zen Room,It keeps you calm,"In this room, no sound can enter the walls.",0.23454009,recall,exp02
43,Active,Laundry Room,It gets washed dried and folded not always in that order,"In this room, the clothes get washed, dried, and folded on their own, but not always in that order.",0.75206757,recall,exp02
43,Active,Cellar,All the bottles are filled with water,"In this room, the bottles are all filled with water.",0.80271065,recall,exp02
43,Active,Bowling Alley,You get strikes,"In this room, the bowling balls always roll back to the starting point.",0.010348413,recall,exp02
43,Passive,Dining Room,The food never runs out\n,"In this room, the food on the table gets cold, but the drinks get hot.",0.21683718,recall,exp02
43,Passive,Observatory,You can see everything,"In this room, the telescope only works on a cloudy night.",0.15296224,recall,exp02
43,Passive,Arcade,It has very bright lights,"In this room, there is a leaderboard that updates everyday.",0.0366969,recall,exp02
43,Passive,Bathroom,It never overflows,"In this room, when you turn on the water, all the faucets turn on.",0.12705892,recall,exp02
43,Active,Laboratory,All the labs come back negative,"In this room, all lab tests come back with positive results.",0.5106081,recall,exp02
43,Active,Rooftop,Things get stuck,"In this room, the solar panels light up at night.",0.055203263,recall,exp02
45,Active,Planetarium,Gets darker when more people are inside.,"In this room, you can see the constellations from different planets.",0.20119023,recall,exp02
45,Active,Laundry Room,Dirty clothes cannot enter the room.,"In this room, the clothes get washed, dried, and folded on their own, but not always in that order.",0.48958138,recall,exp02
45,Active,Bowling Alley,Bowling balls come shooting at the participants.,"In this room, the bowling balls always roll back to the starting point.",0.52028525,recall,exp02
45,Active,Laboratory,All test results from this lab come back positive.,"In this room, all lab tests come back with positive results.",0.7661393,recall,exp02
45,Passive,Arcade,You pay for the arcade machines in blood.,"In this room, there is a leaderboard that updates everyday.",0.070022,recall,exp02
45,Active,Aquarium,The room becomes darker the longer you are in it.,"In this room, the fish only come out when the lights are off.",0.3633889,recall,exp02
45,Passive,Zen Room,No one can enter this room without the intent to worship the shrine.,"In this room, no sound can enter the walls.",0.39362472,recall,exp02
45,Passive,Observatory,The telescope has a fixed position and cannot move.,"In this room, the telescope only works on a cloudy night.",0.47570568,recall,exp02
45,Active,Swimming Pool,"The water in the pool is always still, no matter what.","In this room, the water remains still, no matter how much you splash around in it.",0.5867965,recall,exp02
45,Passive,Bathroom,The daylight will not enter this room.,"In this room, when you turn on the water, all the faucets turn on.",0.27136785,recall,exp02
45,Passive,Patio,"If the campfire is lit for too long, the whole patio is engulfed in flames.","In this room, no bugs can leave, but they can enter freely.",0.22279379,recall,exp02
45,Active,Bedroom,Daylight will not enter the room.,"In this room, the sun always hits your eyes in the morning.",0.375971,recall,exp02
45,Active,Cellar,You can only hear white noise in this room.,"In this room, the bottles are all filled with water.",0.33288872,recall,exp02
45,Passive,Server Room,The devices in this room can run without electricity.,"In this room, everything shuts down when you try to fix something.",0.25875437,recall,exp02
45,Passive,Closet,The clothes in this room are self-folding.,"In this room, clothes keep piling onto the floor, even when you hang them up.",0.60994315,recall,exp02
45,Active,Rooftop,Solar rays cannot penetrate these panels.,"In this room, the solar panels light up at night.",0.4798503,recall,exp02
45,Passive,Greenhouse,Plants can grow in this greenhouse without sunlight.,"In this room, the plants swap places every day.",0.45035452,recall,exp02
45,Active,Art Studio,Only artists can enter this room.,"In this room, the art supplies keep changing color every day.",0.40265805,recall,exp02
45,Passive,Dining Room,People can only enter this room if they intend to eat dinner.,"In this room, the food on the table gets cold, but the drinks get hot.",0.4224564,recall,exp02
45,Active,Attic,All of the boxes on the floor will remain closed.,"In this room, the boxes are stuck to the floor and cannot be moved.",0.63623506,recall,exp02
45,Passive,Library,None of the books in this room can be read.,"In this room, the books are always in the wrong order.",0.6556678,recall,exp02
45,Passive,Garage,Can only fit 4 cars in this space.,"In this room, the walls will expand to fit any amount of cars.",0.5432993,recall,exp02
45,Active,Gym,You can do anything but workout in this room.,"In this room, the weights get heavier every day, regardless of whether you use them or not.",0.34374252,recall,exp02
45,Passive,Theater,"The screen in this room will always remain white, no matter what.","In this room, a movie plays automatically and you cannot choose it.",0.3878015,recall,exp02
5,Active,Cellar,Every drink is water,"In this room, the bottles are all filled with water.",0.49073374,recall,exp02
5,Passive,Arcade,The games never turn off,"In this room, there is a leaderboard that updates everyday.",0.09225916,recall,exp02
5,Active,Laboratory,No noise can be heard,"In this room, all lab tests come back with positive results.",0.033361144,recall,exp02
5,Active,Swimming Pool,The water is always still even if you jump in,"In this room, the water remains still, no matter how much you splash around in it.",0.5822584,recall,exp02
5,Passive,Dining Room,Food is always cold on the table and drinks are hot,"In this room, the food on the table gets cold, but the drinks get hot.",0.731063,recall,exp02
5,Active,Bowling Alley,The bowling balls always come back,"In this room, the bowling balls always roll back to the starting point.",0.6405237,recall,exp02
5,Passive,Bathroom,The floor is always clean,"In this room, when you turn on the water, all the faucets turn on.",0.18155116,recall,exp02
5,Active,Rooftop,The sun is always shining ,"In this room, the solar panels light up at night.",0.35283536,recall,exp02
5,Active,Art Studio,The paint will always change colors,"In this room, the art supplies keep changing color every day.",0.40904346,recall,exp02
5,Active,Attic,Everything is always dusty,"In this room, the boxes are stuck to the floor and cannot be moved.",0.21809183,recall,exp02
5,Passive,Closet,All of your clothes are always on the floor,"In this room, clothes keep piling onto the floor, even when you hang them up.",0.58559895,recall,exp02
5,Active,Aquarium,The fish only come out in the dark,"In this room, the fish only come out when the lights are off.",0.7228004,recall,exp02
5,Passive,Zen Room,No noise can go through the walls,"In this room, no sound can enter the walls.",0.65660346,recall,exp02
5,Passive,Server Room,The data towers are always beeping,"In this room, everything shuts down when you try to fix something.",0.21891314,recall,exp02
5,Passive,Garage,The garage is always empty ,"In this room, the walls will expand to fit any amount of cars.",0.23761564,recall,exp02
5,Passive,Greenhouse,The sun is always shining,"In this room, the plants swap places every day.",0.17008303,recall,exp02
5,Active,Laundry Room,Closes are washed dried and folded but not always in that order.,"In this room, the clothes get washed, dried, and folded on their own, but not always in that order.",0.70144695,recall,exp02
5,Active,Bedroom,The sun always shines through the window,"In this room, the sun always hits your eyes in the morning.",0.54270256,recall,exp02
5,Active,Planetarium,You can see constellations from different planets,"In this room, you can see the constellations from different planets.",0.84431064,recall,exp02
5,Passive,Theater,Movies always play but you cant pick,"In this room, a movie plays automatically and you cannot choose it.",0.59936285,recall,exp02
5,Passive,Library,Books are always changing spots,"In this room, the books are always in the wrong order.",0.48010194,recall,exp02
5,Passive,Observatory,You can only use the telescope when its cloudy,"In this room, the telescope only works on a cloudy night.",0.72810113,recall,exp02
5,Passive,Patio,Bugs can enter but never leave,"In this room, no bugs can leave, but they can enter freely.",0.713916,recall,exp02
5,Active,Gym,The weights are very light,"In this room, the weights get heavier every day, regardless of whether you use them or not.",0.48678374,recall,exp02
6,Active,Art Studio,the colors of the supplies change every day,"In this room, the art supplies keep changing color every day.",0.6237334,recall,exp02
6,Passive,Zen Room,,"In this room, no sound can enter the walls.",-0.044517808,recall,exp02
6,Passive,Closet,,"In this room, clothes keep piling onto the floor, even when you hang them up.",-0.04133142,recall,exp02
6,Passive,Arcade,,"In this room, there is a leaderboard that updates everyday.",-0.034158636,recall,exp02
6,Active,Bedroom,something about the sun,"In this room, the sun always hits your eyes in the morning.",0.2612439,recall,exp02
6,Passive,Garage,it expands to fit unlimited cars,"In this room, the walls will expand to fit any amount of cars.",0.5527231,recall,exp02
6,Active,Planetarium,you can see stars from other planets,"In this room, you can see the constellations from different planets.",0.6234916,recall,exp02
6,Passive,Greenhouse,,"In this room, the plants swap places every day.",-0.041501295,recall,exp02
6,Passive,Observatory,works best when cloudy,"In this room, the telescope only works on a cloudy night.",0.42175314,recall,exp02
6,Active,Attic,boxes are stuck to the floor,"In this room, the boxes are stuck to the floor and cannot be moved.",0.6548807,recall,exp02
6,Passive,Library,,"In this room, the books are always in the wrong order.",-0.07912174,recall,exp02
6,Passive,Dining Room,food gets colder and drinks get warmer on this table,"In this room, the food on the table gets cold, but the drinks get hot.",0.634202,recall,exp02
6,Active,Rooftop,,"In this room, the solar panels light up at night.",-0.018152911,recall,exp02
6,Active,Laboratory,,"In this room, all lab tests come back with positive results.",-0.062453166,recall,exp02
6,Active,Swimming Pool,,"In this room, the water remains still, no matter how much you splash around in it.",0.009898284,recall,exp02
6,Active,Bowling Alley,bowling balls roll back to the starting point,"In this room, the bowling balls always roll back to the starting point.",0.7846385,recall,exp02
6,Passive,Bathroom,all of the faucets turn on when you use one,"In this room, when you turn on the water, all the faucets turn on.",0.7295881,recall,exp02
6,Active,Gym,the weights get heavier every day,"In this room, the weights get heavier every day, regardless of whether you use them or not.",0.6725544,recall,exp02
6,Active,Laundry Room,,"In this room, the clothes get washed, dried, and folded on their own, but not always in that order.",-0.03392651,recall,exp02
6,Passive,Server Room,everything breaks when you try to fix it,"In this room, everything shuts down when you try to fix something.",0.5979679,recall,exp02
6,Active,Cellar,all the bottles are filled with water,"In this room, the bottles are all filled with water.",0.8027106,recall,exp02
6,Active,Aquarium,the fish only come out when the lights are off,"In this room, the fish only come out when the lights are off.",0.88285136,recall,exp02
6,Passive,Theater,,"In this room, a movie plays automatically and you cannot choose it.",-0.013084387,recall,exp02
6,Passive,Patio,,"In this room, no bugs can leave, but they can enter freely.",-0.0680587,recall,exp02
60,Active,Bowling Alley,a restaurant,"In this room, the bowling balls always roll back to the starting point.",-0.038442668,recall,exp02
60,Passive,Library,reading,"In this room, the books are always in the wrong order.",0.13739598,recall,exp02
60,Active,Laboratory,carries out experiments,"In this room, all lab tests come back with positive results.",0.25914174,recall,exp02
60,Passive,Dining Room,used for eating,"In this room, the food on the table gets cold, but the drinks get hot.",0.1515897,recall,exp02
60,Passive,Arcade,for playing games,"In this room, there is a leaderboard that updates everyday.",0.04526701,recall,exp02
60,Passive,Greenhouse,growing green plants,"In this room, the plants swap places every day.",0.29491636,recall,exp02
60,Active,Planetarium,for game,"In this room, you can see the constellations from different planets.",-0.040678535,recall,exp02
60,Active,Cellar,sells alcohol,"In this room, the bottles are all filled with water.",0.24000604,recall,exp02
60,Passive,Bathroom,taking shower,"In this room, when you turn on the water, all the faucets turn on.",0.2605279,recall,exp02
60,Passive,Server Room,central room,"In this room, everything shuts down when you try to fix something.",0.14193948,recall,exp02
60,Active,Swimming Pool,for swimmming,"In this room, the water remains still, no matter how much you splash around in it.",-0.05762744,recall,exp02
60,Active,Gym,for excersice,"In this room, the weights get heavier every day, regardless of whether you use them or not.",0.22234991,recall,exp02
60,Active,Attic,store,"In this room, the boxes are stuck to the floor and cannot be moved.",0.106439814,recall,exp02
60,Passive,Zen Room,resting room,"In this room, no sound can enter the walls.",0.2676025,recall,exp02
60,Passive,Garage,parking room,"In this room, the walls will expand to fit any amount of cars.",0.23203093,recall,exp02
60,Active,Rooftop,solar charging,"In this room, the solar panels light up at night.",0.40324423,recall,exp02
60,Active,Art Studio,for films,"In this room, the art supplies keep changing color every day.",-0.001993608,recall,exp02
60,Passive,Closet,store for clothes,"In this room, clothes keep piling onto the floor, even when you hang them up.",0.36987886,recall,exp02
60,Passive,Theater,watching movies,"In this room, a movie plays automatically and you cannot choose it.",0.26267147,recall,exp02
60,Passive,Observatory,used to observe thiny items,"In this room, the telescope only works on a cloudy night.",0.019904168,recall,exp02
60,Active,Aquarium,resting room,"In this room, the fish only come out when the lights are off.",0.26841497,recall,exp02
