subject,condition,experiment,task,item,item_category,recall,original_description,semantic_similarity
14,Active,exp02,recall,blender,lure,can unblend anything,This item can be used to un-blend any slurry.,0.32538542
14,Passive,exp02,recall,skigoggles,target,can see in the dark,This item helps you see in the dark.,0.6168045
14,Active,exp02,recall,broom,target,it makes everything dustier,This item collects more dust the more you sweep with it.,0.11778711
14,Passive,exp02,recall,discoball,target,only rotates if people dance,This item only spins if you dance.,0.6878083
14,Active,exp02,recall,alarmclock,target,only goes off after you wake up,This item only goes off after you wake up.,0.7485633
14,Passive,exp02,recall,shoppingcart,lure,can push anything ,This item can move without being pushed.,0.494621
14,Active,exp02,recall,cereal,lure,i don't remember but it was in the bowling alley,This item makes you fall asleep if eaten.,0.006369665
14,Active,exp02,recall,jug,target,will always be full,"This item never empties, no matter how much you pour out of it.",0.26236364
14,Active,exp02,recall,wateringcan,lure,sucks up water from plants,This item soaks up water from plants.,0.64771914
14,Passive,exp02,recall,paperairplane,target,will never stop flying,This item can fly to anywhere if you toss it.,0.3728401
14,Active,exp02,recall,ladle,lure,it won't handle any liquids,This item cannot hold any liquid.,0.6558164
14,Passive,exp02,recall,hanger,lure,any outfit you choose will appear on it,This item instantly appears with the outfit of your choice.,0.5459579
14,Passive,exp02,recall,seashell,lure,can hear the street traffic,This item can be used to hear city streets.,0.41819274
14,Passive,exp02,recall,milkshake,lure,can be any flavor i want,This item tastes like anything you wish for it to taste like.,0.43574402
14,Passive,exp02,recall,rubikscube,target,will unscramble if you try to solve,This item scrambles itself if you try to solve it.,0.46568584
14,Passive,exp02,recall,straightener,target,will get colder the longer it is on,This item gets colder the longer it is left on.,0.7399086
14,Active,exp02,recall,piggybank,target,"it is full when it is unbroken but when you break it, it is empty","This item is full until you break it, then it becomes empty.",0.74000835
14,Passive,exp02,recall,cinnamonroll,target,it is strawberry flavored not cinnamon? ,"This item tastes like carrots, not cinnamon.",0.61018443
14,Active,exp02,recall,purse,target,always has what you want? ,This item can only hold one item.,0.13547796
14,Passive,exp02,recall,boot,lure,can be any length you want it,This item raises to any length desired.,0.39873832
14,Active,exp02,recall,doghouse,lure,can fit a dog of any size,This item adapts to fit the size of any dog that sits in it.,0.633932
14,Active,exp02,recall,postcard,lure,can be sent to anywhere in the world? ,This item automatically sends itself to the posted location.,0.18534997
14,Active,exp02,recall,fountain,lure,pennies come out of it,This item pours pennies if you toss water into it.,0.54020077
14,Passive,exp02,recall,flask,target,will never run out,This item holds unlimited liquid.,0.11059444
14,Passive,exp02,recall,landline,lure,can call anywhere in the world but can't answer it,"This item can reach any number, but cannot be answered.",0.52582973
14,Active,exp02,recall,cooler,target,will freeze everything? ,This item holds everything below freezing temperature.,0.4495034
14,Active,exp02,recall,exitsign,target,shows the furthest exit available,This item points towards the farthest exit.,0.5270786
14,Active,exp02,recall,headphones,lure,inverts sounds? ,This item inverts all sounds when worn.,0.3376032
14,Passive,exp02,recall,pear,lure,makes you invicible,This item grants invisibility to anyone who bites it.,0.08525378
14,Passive,exp02,recall,measuringspoon,target,changes size as they are added,This item changes size as you fill it up.,0.4670984
14,Active,exp02,recall,skates,target,can skate on anything but ice,This item can skate on any surface except ice.,0.7822262
14,Passive,exp02,recall,tapemeasure,lure,can measure any distance,This item can measure an unlimited length.,0.48816985
14,Passive,exp02,recall,pretzel,target,can unknot and knot itself,This item unknots and ties itself back together.,0.41000786
14,Active,exp02,recall,frame,lure,i have no idea,This item can only be used for black and white photographs.,0.004403798
14,Passive,exp02,recall,walkietalkie,lure,has unlimited range ,This item has an unlimited range.,0.6307178
14,Active,exp02,recall,fishbowl,target,no drop of water will spill from it,"This item cannot spill water, no matter how much you shake it.",0.5486966
18,Passive,exp02,recall,seashell,lure,Doesn't keep your wish,This item can be used to hear city streets.,0.08503635
18,Passive,exp02,recall,landline,lure,Hangs up the calls\n,"This item can reach any number, but cannot be answered.",0.05899513
18,Active,exp02,recall,frame,lure,Deletes whatever is in frame\n,This item can only be used for black and white photographs.,0.13952225
18,Passive,exp02,recall,pretzel,target,It's cold when you eat it,This item unknots and ties itself back together.,0.04276179
18,Active,exp02,recall,soccerball,target,It always comes back to you,"This item can be kicked, but always rolls back to where it started.",0.21165922
18,Passive,exp02,recall,bowlingball,lure,A strike,This item weighs whatever weight you choose it to weigh.,-0.09248041
18,Passive,exp02,recall,measuringspoon,target,It changes size when you fill it up,This item changes size as you fill it up.,0.80335426
18,Passive,exp02,recall,flask,target,Fills itself up,This item holds unlimited liquid.,0.20635638
18,Active,exp02,recall,ladle,lure,It gets cold every time you use it,This item cannot hold any liquid.,0.22050542
18,Passive,exp02,recall,tapemeasure,lure,Snaps every time you use it,This item can measure an unlimited length.,0.12858698
18,Active,exp02,recall,recorder,lure,Only plays the D note,This item can only play the note D.,0.50477326
18,Active,exp02,recall,grater,lure,It deshreds things,This item can be used to turn shredded food into whole food.,0.187764
18,Passive,exp02,recall,hanger,lure,It doesn't hang anything,This item instantly appears with the outfit of your choice.,0.08029424
18,Passive,exp02,recall,microscope,target,Only studies big specimens,This item physically enlarges any object it focuses on.,0.03419765
18,Active,exp02,recall,piggybank,target,It expands itself ,"This item is full until you break it, then it becomes empty.",0.31112367
18,Passive,exp02,recall,discoball,target,It doesn't shine lights,This item only spins if you dance.,0.23907258
18,Active,exp02,recall,camcorder,target,It has infinite memory,This item has unlimited memory capacity.,0.6174129
18,Active,exp02,recall,broom,target,It dusts everything till sparkly,This item collects more dust the more you sweep with it.,0.36063844
18,Active,exp02,recall,exitsign,target,Points to the furthest exit door,This item points towards the farthest exit.,0.62801623
18,Active,exp02,recall,bikepump,lure,It deflates things ,This item can only be used to deflate tires.,0.19246885
18,Active,exp02,recall,jug,target,It fills itself up,"This item never empties, no matter how much you pour out of it.",0.25587982
18,Active,exp02,recall,fishbowl,target,It doesn't spill even when shaken,"This item cannot spill water, no matter how much you shake it.",0.53044635
18,Active,exp02,recall,wateringcan,lure,It holds everything but water,This item soaks up water from plants.,0.3344261
18,Active,exp02,recall,mortarpestle,lure,It doesn't break things down but the opposite,This item crushes anything with a single tap.,0.23274973
18,Active,exp02,recall,cooler,target,Keeps things freezing cold,This item holds everything below freezing temperature.,0.48801708
18,Active,exp02,recall,jacket,lure,Keeps you cool rather than warm,This item makes you feel colder when you wear it.,0.4775902
18,Passive,exp02,recall,coffeefilter,lure,Drips any liquid besides coffee,This item can be used to brew any liquid into coffee.,0.4983505
18,Passive,exp02,recall,cake,target,Every slice you cut it's the flavor you want,This item turns into any flavor you want when you cut it.,0.69563496
18,Passive,exp02,recall,pear,lure,Turns things gold,This item grants invisibility to anyone who bites it.,0.21710669
18,Active,exp02,recall,laptop,target,It doesn't turn on,This item works only in areas without internet connection.,0.11235844
18,Passive,exp02,recall,shoppingcart,lure,It fills up,This item can move without being pushed.,0.14461723
18,Passive,exp02,recall,dogbowl,target,It doesn't store dog food,This item fills up by itself.,0.16610742
18,Passive,exp02,recall,gramophone,target,Plays vinyls but low,This item plays music backwards.,0.33382714
18,Active,exp02,recall,trumpet,lure,It only plays the F note,This item can only play one note.,0.6108514
18,Passive,exp02,recall,boot,lure,You can dance,This item raises to any length desired.,-0.09653301
18,Passive,exp02,recall,cinnamonroll,target,It's sour instead of sweet,"This item tastes like carrots, not cinnamon.",0.31865853
19,Active,exp02,recall,dartboard,target,people throw darts ,This item attracts darts that are thrown at it.,0.5409238
19,Active,exp02,recall,trumpet,lure,only plays one tune,This item can only play one note.,0.35286802
19,Passive,exp02,recall,coffeefilter,lure,used for baking,This item can be used to brew any liquid into coffee.,0.11358959
19,Active,exp02,recall,cactus,target,unsure of this,This item contains tea within its arms.,0.001061448
19,Passive,exp02,recall,tapemeasure,lure,used for measuring ,This item can measure an unlimited length.,0.19502646
19,Passive,exp02,recall,skigoggles,target,worn in winter,This item helps you see in the dark.,0.10076782
19,Active,exp02,recall,headphones,lure,used to listen to music,This item inverts all sounds when worn.,0.057760246
19,Active,exp02,recall,wateringcan,lure,used for watering plants ,This item soaks up water from plants.,0.4844318
19,Active,exp02,recall,skates,target,skate on everything but ice,This item can skate on any surface except ice.,0.68245333
19,Passive,exp02,recall,hanger,lure,used to hang clothes,This item instantly appears with the outfit of your choice.,0.11604763
19,Active,exp02,recall,bikepump,lure,used for pumping air in tires,This item can only be used to deflate tires.,0.44845253
19,Active,exp02,recall,cereal,lure,cant spill,This item makes you fall asleep if eaten.,0.058521204
19,Passive,exp02,recall,discoball,target,used as a light ,This item only spins if you dance.,0.030237025
19,Passive,exp02,recall,gavel,target,unsure of this,This item can only be held by children.,0.07387708
19,Passive,exp02,recall,seashell,lure,makes music,This item can be used to hear city streets.,0.07684862
19,Active,exp02,recall,binoculars,target,used to see anything you want,This item can be used to see through any object.,0.17618492
19,Passive,exp02,recall,cake,target,can disappear ,This item turns into any flavor you want when you cut it.,0.096624866
19,Passive,exp02,recall,boot,lure,i forgot ,This item raises to any length desired.,-0.049075246
19,Passive,exp02,recall,paperairplane,target,can fly,This item can fly to anywhere if you toss it.,0.42140758
19,Passive,exp02,recall,applecore,target,i forgot,"This item grows into any tree desired, if tossed.",-0.06698041
19,Passive,exp02,recall,shoppingcart,lure,can go fast,This item can move without being pushed.,0.21691471
19,Passive,exp02,recall,curler,lure,i forgot,This item can only curl hair that is already curly.,0.010587105
19,Passive,exp02,recall,mallet,lure,i forgot,This item fixes anything you hit with it.,0.06811406
19,Passive,exp02,recall,hairdryer,lure,i forgot,"This item can be used to dry anything, except hair.",-0.007403573
19,Active,exp02,recall,jacket,lure,i forgot,This item makes you feel colder when you wear it.,-0.07819758
19,Active,exp02,recall,mortarpestle,lure,can mash anything ,This item crushes anything with a single tap.,0.19641516
19,Active,exp02,recall,jug,target,never spills,"This item never empties, no matter how much you pour out of it.",0.31954694
19,Active,exp02,recall,remote,target,i forgot,This item can control any device that is not in the same room.,-0.029049449
19,Active,exp02,recall,piggybank,target,i forgot,"This item is full until you break it, then it becomes empty.",-0.01886918
19,Active,exp02,recall,exitsign,target,i forgot,This item points towards the farthest exit.,-0.014123183
19,Passive,exp02,recall,gramophone,target,plays one song,This item plays music backwards.,0.3446208
19,Passive,exp02,recall,flask,target,i dont remember ,This item holds unlimited liquid.,0.015821002
19,Passive,exp02,recall,dogbowl,target,i forgot,This item fills up by itself.,-0.00011644
19,Active,exp02,recall,blender,lure,i dont remember,This item can be used to un-blend any slurry.,-0.06637436
19,Active,exp02,recall,recorder,lure,plays one toe,This item can only play the note D.,0.063066125
19,Active,exp02,recall,soccerball,target,i forgot,"This item can be kicked, but always rolls back to where it started.",-0.059323087
2,Active,exp02,recall,gumballmachine,lure,Heels jaw pain,This item dispenses candy that heals your jaw.,0.3722049
2,Passive,exp02,recall,hanger,lure,Don't remember,This item instantly appears with the outfit of your choice.,-0.14601058
2,Active,exp02,recall,donut,target,Don't remember,This item disappears if you try to eat it.,-0.03633175
2,Passive,exp02,recall,toiletpaper,lure,Don't remember,This item cannot be torn.,0.027538614
2,Passive,exp02,recall,gavel,target,Don't remember,This item can only be held by children.,-0.036558338
2,Active,exp02,recall,exitsign,target,It points to the least convenient exit,This item points towards the farthest exit.,0.55604917
2,Passive,exp02,recall,shoppingcart,lure,Don't remember,This item can move without being pushed.,-0.11795708
2,Active,exp02,recall,jacket,lure,Don't remember,This item makes you feel colder when you wear it.,-0.10715611
2,Passive,exp02,recall,bowlingball,lure,It causes pins to stand back up,This item weighs whatever weight you choose it to weigh.,0.077709354
2,Passive,exp02,recall,measuringspoon,target,Don't know,This item changes size as you fill it up.,-0.16718593
2,Passive,exp02,recall,discoball,target,Causes 90s grunge music to play,This item only spins if you dance.,0.12585352
2,Passive,exp02,recall,gramophone,target,Don't know,This item plays music backwards.,-0.083312064
2,Active,exp02,recall,postcard,lure,can be posted to any specified location,This item automatically sends itself to the posted location.,0.26188955
2,Passive,exp02,recall,milkshake,lure,Don't know,This item tastes like anything you wish for it to taste like.,-0.04022665
2,Active,exp02,recall,bikepump,lure,It deflates tires,This item can only be used to deflate tires.,0.51977205
2,Active,exp02,recall,soccerball,target,Can't recall,"This item can be kicked, but always rolls back to where it started.",0.090537116
2,Active,exp02,recall,purse,target,Women don't lose things in it ,This item can only hold one item.,0.19231653
2,Passive,exp02,recall,tapemeasure,lure,Doesn't give accurate measurements,This item can measure an unlimited length.,0.31043386
2,Active,exp02,recall,cactus,target,Has tea in its arms,This item contains tea within its arms.,0.6566122
2,Active,exp02,recall,ladle,lure,Don't recall,This item cannot hold any liquid.,0.030812595
2,Passive,exp02,recall,applecore,target,No recollection ,"This item grows into any tree desired, if tossed.",-0.002572002
2,Active,exp02,recall,frame,lure,Can't remember,This item can only be used for black and white photographs.,0.019722851
2,Active,exp02,recall,jug,target,It never empties,"This item never empties, no matter how much you pour out of it.",0.61402583
2,Active,exp02,recall,laptop,target,can only connect to internt when no internet connections are present ,This item works only in areas without internet connection.,0.5091021
2,Passive,exp02,recall,mailbox,target,Don't recall,This item can receive mail from anywhere instantaneously.,-0.14415994
2,Passive,exp02,recall,microscope,target,I can't remember,This item physically enlarges any object it focuses on.,-0.05079356
2,Active,exp02,recall,broom,target,Shines things,This item collects more dust the more you sweep with it.,0.117629796
2,Passive,exp02,recall,tennisball,target,Doesn't bounce,This item does not bounce when you hit it.,0.52814096
2,Passive,exp02,recall,coffeefilter,lure,Don't rememeber,This item can be used to brew any liquid into coffee.,-0.16503263
2,Active,exp02,recall,grater,lure,Restores food instead of shredding ,This item can be used to turn shredded food into whole food.,0.4567235
2,Active,exp02,recall,piggybank,target,Doesn't give you what you put into it,"This item is full until you break it, then it becomes empty.",0.32158327
2,Active,exp02,recall,recorder,lure,Only plays D notes,This item can only play the note D.,0.526604
2,Active,exp02,recall,doghouse,lure,Can adapt to fit any dog,This item adapts to fit the size of any dog that sits in it.,0.65871763
2,Passive,exp02,recall,iron,lure,Wrinkles clothes,This item can wrinkle any fabric.,0.45586088
2,Passive,exp02,recall,starfish,lure,Don't know,"This item can be used to wish for anything, but only once.",-0.07728187
2,Passive,exp02,recall,cake,target,No idea,This item turns into any flavor you want when you cut it.,-0.0348313
20,Active,exp02,recall,bikepump,lure,inflates things,This item can only be used to deflate tires.,0.19049826
20,Active,exp02,recall,cooler,target,stores things to keep cold,This item holds everything below freezing temperature.,0.35684416
20,Passive,exp02,recall,pretzel,target,item to eat,This item unknots and ties itself back together.,0.03238282
20,Active,exp02,recall,jug,target,container to hold liquid,"This item never empties, no matter how much you pour out of it.",0.29376757
20,Passive,exp02,recall,gavel,target,for judges,This item can only be held by children.,-0.005381712
20,Passive,exp02,recall,iron,lure,removing wrinkles in clothes,This item can wrinkle any fabric.,0.48444036
20,Active,exp02,recall,recorder,lure,playing instrument to produce music,This item can only play the note D.,0.20724642
20,Passive,exp02,recall,hanger,lure,hang clothes,This item instantly appears with the outfit of your choice.,0.13493049
20,Active,exp02,recall,dartboard,target,a board to throw darts at,This item attracts darts that are thrown at it.,0.5658526
20,Active,exp02,recall,soccerball,target,kick ball to play,"This item can be kicked, but always rolls back to where it started.",0.2814488
20,Passive,exp02,recall,bowlingball,lure,ball to throw during bowling,This item weighs whatever weight you choose it to weigh.,0.09523094
20,Passive,exp02,recall,paperairplane,target,item to throw and make fly,This item can fly to anywhere if you toss it.,0.5337963
20,Active,exp02,recall,wateringcan,lure,holds liquid to water plants,This item soaks up water from plants.,0.5433382
20,Passive,exp02,recall,mailbox,target,stores mail,This item can receive mail from anywhere instantaneously.,0.32655865
20,Passive,exp02,recall,gramophone,target,produces music,This item plays music backwards.,0.31252667
20,Active,exp02,recall,fountain,lure,water flows on it,This item pours pennies if you toss water into it.,0.30624503
20,Active,exp02,recall,violin,lure,plays music,This item sounds like a trumpet when played.,0.17328835
20,Active,exp02,recall,alarmclock,target,alarm and tells time,This item only goes off after you wake up.,0.38999736
20,Passive,exp02,recall,skigoggles,target,helps you see in the dark,This item helps you see in the dark.,0.758191
20,Passive,exp02,recall,starfish,lure,sea animal,"This item can be used to wish for anything, but only once.",-0.012234028
20,Active,exp02,recall,grater,lure,grates cheese,This item can be used to turn shredded food into whole food.,0.18413529
20,Active,exp02,recall,camcorder,target,takes videos and pictures,This item has unlimited memory capacity.,0.023384653
20,Active,exp02,recall,skates,target,item to skate with,This item can skate on any surface except ice.,0.5812108
20,Passive,exp02,recall,rubikscube,target,a mental game,This item scrambles itself if you try to solve it.,0.03973053
20,Active,exp02,recall,mortarpestle,lure,grates seasonings,This item crushes anything with a single tap.,0.0333128
20,Passive,exp02,recall,hairdryer,lure,dries hair,"This item can be used to dry anything, except hair.",0.43638197
20,Passive,exp02,recall,tapemeasure,lure,measures things,This item can measure an unlimited length.,0.14493918
20,Active,exp02,recall,postcard,lure,a letter for memory or communication,This item automatically sends itself to the posted location.,-0.06722437
20,Passive,exp02,recall,seashell,lure,holds an animal inside the shell,This item can be used to hear city streets.,0.06529485
20,Active,exp02,recall,duster,target,dust items,This item makes makes things sparkle just by dusting it.,0.33774835
20,Passive,exp02,recall,toiletpaper,lure,cleans things,This item cannot be torn.,0.10140352
20,Passive,exp02,recall,tennisball,target,for tennis,This item does not bounce when you hit it.,0.07681545
20,Passive,exp02,recall,mallet,lure,breaks things,This item fixes anything you hit with it.,0.16601197
20,Active,exp02,recall,broom,target,sweeps mess,This item collects more dust the more you sweep with it.,0.28584507
20,Passive,exp02,recall,applecore,target,the core of an apple,"This item grows into any tree desired, if tossed.",0.045749407
20,Active,exp02,recall,cereal,lure,eating cereal,This item makes you fall asleep if eaten.,0.2378359
25,Active,exp02,recall,headphones,lure,can be used to listen to sounds,This item inverts all sounds when worn.,0.25556707
25,Active,exp02,recall,wateringcan,lure,watering,This item soaks up water from plants.,0.30314156
25,Passive,exp02,recall,seashell,lure,animal,This item can be used to hear city streets.,0.044218183
25,Active,exp02,recall,cooler,target,storage,This item holds everything below freezing temperature.,0.1524663
25,Active,exp02,recall,cereal,lure,food,This item makes you fall asleep if eaten.,0.12690863
25,Active,exp02,recall,ladle,lure,scooping,This item cannot hold any liquid.,0.060761563
25,Passive,exp02,recall,cake,target,eaten,This item turns into any flavor you want when you cut it.,0.035666972
25,Passive,exp02,recall,cinnamonroll,target,eaten,"This item tastes like carrots, not cinnamon.",0.1629958
25,Active,exp02,recall,gumballmachine,lure,storage,This item dispenses candy that heals your jaw.,0.039812513
25,Passive,exp02,recall,pen,lure,write,This item can only write in invisible ink.,0.22765079
25,Active,exp02,recall,hairclip,lure,not sure,This item can grasp everything except hair.,0.000603776
25,Active,exp02,recall,soccerball,target,playing,"This item can be kicked, but always rolls back to where it started.",0.055138312
25,Active,exp02,recall,binoculars,target,lens ,This item can be used to see through any object.,0.17725587
25,Passive,exp02,recall,mailbox,target,storage,This item can receive mail from anywhere instantaneously.,0.027965434
25,Passive,exp02,recall,pear,lure,eaten,This item grants invisibility to anyone who bites it.,0.015005872
25,Active,exp02,recall,alarmclock,target,checking time,This item only goes off after you wake up.,0.06824382
25,Active,exp02,recall,camcorder,target,taking pictures,This item has unlimited memory capacity.,-0.04306149
25,Passive,exp02,recall,skigoggles,target,decoration,This item helps you see in the dark.,0.02834433
25,Active,exp02,recall,purse,target,carrying items,This item can only hold one item.,0.35020202
25,Passive,exp02,recall,applecore,target,eaten,"This item grows into any tree desired, if tossed.",-0.012063079
25,Passive,exp02,recall,tennisball,target,playing,This item does not bounce when you hit it.,0.11577328
25,Passive,exp02,recall,toiletpaper,lure,wiping,This item cannot be torn.,0.09332854
25,Passive,exp02,recall,tapemeasure,lure,measuring,This item can measure an unlimited length.,0.2590044
25,Active,exp02,recall,recorder,lure,not sure,This item can only play the note D.,-0.001362344
25,Passive,exp02,recall,shoppingcart,lure,placing items,This item can move without being pushed.,0.22338362
25,Active,exp02,recall,fountain,lure,decoration,This item pours pennies if you toss water into it.,0.04062312
25,Passive,exp02,recall,microscope,target,zooming ,This item physically enlarges any object it focuses on.,0.1599229
25,Active,exp02,recall,duster,target,wiping dust,This item makes makes things sparkle just by dusting it.,0.28183833
25,Passive,exp02,recall,boot,lure,wearing,This item raises to any length desired.,0.06895689
25,Passive,exp02,recall,bowlingball,lure,decoration,This item weighs whatever weight you choose it to weigh.,0.1036677
25,Passive,exp02,recall,iron,lure,ironing,This item can wrinkle any fabric.,0.21278144
25,Active,exp02,recall,bikepump,lure,not sure,This item can only be used to deflate tires.,-0.015856154
25,Active,exp02,recall,remote,target,operating tv,This item can control any device that is not in the same room.,0.09720373
25,Passive,exp02,recall,straightener,target,making hair straight,This item gets colder the longer it is left on.,0.014386068
25,Passive,exp02,recall,paperairplane,target,not sure,This item can fly to anywhere if you toss it.,0.012161925
25,Active,exp02,recall,laptop,target,working,This item works only in areas without internet connection.,0.04764796
28,Passive,exp02,recall,bowlingball,lure,rolls back,This item weighs whatever weight you choose it to weigh.,0.03920889
28,Active,exp02,recall,wateringcan,lure,waters plants,This item soaks up water from plants.,0.4497488
28,Active,exp02,recall,jug,target,pours liquid,"This item never empties, no matter how much you pour out of it.",0.28466427
28,Active,exp02,recall,cooler,target,keeps items cool,This item holds everything below freezing temperature.,0.26676694
28,Passive,exp02,recall,gavel,target,hits objects,This item can only be held by children.,0.15420765
28,Active,exp02,recall,donut,target,sweet treat,This item disappears if you try to eat it.,0.19278513
28,Passive,exp02,recall,measuringspoon,target,measuring device,This item changes size as you fill it up.,0.09677348
28,Active,exp02,recall,cereal,lure,bowl of cereal,This item makes you fall asleep if eaten.,0.2124095
28,Active,exp02,recall,dartboard,target,dartboard,This item attracts darts that are thrown at it.,0.3491593
28,Passive,exp02,recall,skigoggles,target,eye protection,This item helps you see in the dark.,0.12667474
28,Active,exp02,recall,skates,target,ice skates,This item can skate on any surface except ice.,0.45007724
28,Active,exp02,recall,blender,lure,blends food,This item can be used to un-blend any slurry.,0.08634329
28,Passive,exp02,recall,hanger,lure,hangs clothing,This item instantly appears with the outfit of your choice.,0.14858234
28,Active,exp02,recall,remote,target,controls tv,This item can control any device that is not in the same room.,0.22052793
28,Active,exp02,recall,gumballmachine,lure,candy dispenser,This item dispenses candy that heals your jaw.,0.36397365
28,Active,exp02,recall,jacket,lure,jacket,This item makes you feel colder when you wear it.,0.30441344
28,Active,exp02,recall,duster,target,duster,This item makes makes things sparkle just by dusting it.,0.29264027
28,Active,exp02,recall,fountain,lure,fountain,This item pours pennies if you toss water into it.,0.27710858
28,Passive,exp02,recall,iron,lure,steamer,This item can wrinkle any fabric.,0.14797008
28,Passive,exp02,recall,landline,lure,telephone,"This item can reach any number, but cannot be answered.",0.17762509
28,Active,exp02,recall,ladle,lure,ladle,This item cannot hold any liquid.,0.15364149
28,Passive,exp02,recall,discoball,target,disco,This item only spins if you dance.,0.31285822
28,Passive,exp02,recall,cake,target,cake,This item turns into any flavor you want when you cut it.,0.045810085
28,Passive,exp02,recall,rubikscube,target,rubiks cube,This item scrambles itself if you try to solve it.,0.24606085
28,Active,exp02,recall,camcorder,target,camcorder,This item has unlimited memory capacity.,0.0785811
28,Active,exp02,recall,purse,target,purse,This item can only hold one item.,0.11086736
28,Passive,exp02,recall,gramophone,target,music player,This item plays music backwards.,0.3433949
28,Active,exp02,recall,violin,lure,musical instrument,This item sounds like a trumpet when played.,0.33912042
28,Passive,exp02,recall,dogbowl,target,unknown,This item fills up by itself.,-0.020609666
28,Active,exp02,recall,recorder,lure,musical instrument,This item can only play the note D.,0.21251786
28,Passive,exp02,recall,straightener,target,hair straightener,This item gets colder the longer it is left on.,0.0544388
28,Passive,exp02,recall,pen,lure,writing device,This item can only write in invisible ink.,0.20987415
28,Passive,exp02,recall,shoppingcart,lure,item carriage,This item can move without being pushed.,0.26872915
28,Passive,exp02,recall,boot,lure,boots,This item raises to any length desired.,0.015373386
28,Passive,exp02,recall,hairdryer,lure,hair dryer,"This item can be used to dry anything, except hair.",0.3754406
28,Passive,exp02,recall,curler,lure,hair curler,This item can only curl hair that is already curly.,0.53910357
41,Passive,exp02,recall,mallet,lure,hit things,This item fixes anything you hit with it.,0.1453171
41,Passive,exp02,recall,pen,lure,write on paper,This item can only write in invisible ink.,0.37759814
41,Active,exp02,recall,recorder,lure,blow melody,This item can only play the note D.,0.13485284
41,Active,exp02,recall,ladle,lure,hold liquid,This item cannot hold any liquid.,0.485407
41,Active,exp02,recall,doghouse,lure,house,This item adapts to fit the size of any dog that sits in it.,0.033063106
41,Passive,exp02,recall,straightener,target,hair straightner,This item gets colder the longer it is left on.,0.062998496
41,Passive,exp02,recall,rubikscube,target,magic cube,This item scrambles itself if you try to solve it.,0.2039834
41,Active,exp02,recall,postcard,lure,postcard,This item automatically sends itself to the posted location.,0.14405963
41,Passive,exp02,recall,discoball,target,disco ball,This item only spins if you dance.,0.35213017
41,Passive,exp02,recall,pretzel,target,pretzel,This item unknots and ties itself back together.,-0.01539615
41,Active,exp02,recall,fountain,lure,fountain,This item pours pennies if you toss water into it.,0.27710858
41,Active,exp02,recall,laptop,target,computer,This item works only in areas without internet connection.,0.07954097
41,Active,exp02,recall,dartboard,target,tart,This item attracts darts that are thrown at it.,0.019744227
41,Active,exp02,recall,wateringcan,lure,water flower,This item soaks up water from plants.,0.35167444
41,Passive,exp02,recall,bowlingball,lure,bowl,This item weighs whatever weight you choose it to weigh.,0.13468659
41,Passive,exp02,recall,toiletpaper,lure,toilet paper,This item cannot be torn.,0.20512831
41,Active,exp02,recall,broom,target,clean dust,This item collects more dust the more you sweep with it.,0.39113945
41,Passive,exp02,recall,cinnamonroll,target,eat,"This item tastes like carrots, not cinnamon.",0.07475524
41,Passive,exp02,recall,dogbowl,target,bowl,This item fills up by itself.,0.1494103
41,Passive,exp02,recall,coffeefilter,lure,cupcake holder,This item can be used to brew any liquid into coffee.,0.10734748
41,Active,exp02,recall,binoculars,target,watch far,This item can be used to see through any object.,-0.034984354
41,Active,exp02,recall,duster,target,sweep dust,This item makes makes things sparkle just by dusting it.,0.32291538
41,Active,exp02,recall,jug,target,hold water,"This item never empties, no matter how much you pour out of it.",0.17632785
41,Active,exp02,recall,gumballmachine,lure,candy,This item dispenses candy that heals your jaw.,0.36850718
41,Passive,exp02,recall,landline,lure,make a phone call,"This item can reach any number, but cannot be answered.",0.09887166
41,Active,exp02,recall,donut,target,eat donu,This item disappears if you try to eat it.,0.2108052
41,Passive,exp02,recall,gramophone,target,listen to music,This item plays music backwards.,0.24896511
41,Passive,exp02,recall,hanger,lure,hold clothes,This item instantly appears with the outfit of your choice.,0.16717494
41,Passive,exp02,recall,boot,lure,walk,This item raises to any length desired.,-0.031755827
41,Active,exp02,recall,hairclip,lure,hold hair,This item can grasp everything except hair.,0.35695958
41,Passive,exp02,recall,hairdryer,lure,hair dryer,"This item can be used to dry anything, except hair.",0.3754406
41,Passive,exp02,recall,tennisball,target,play tennis,This item does not bounce when you hit it.,0.12758641
41,Passive,exp02,recall,skigoggles,target,ski,This item helps you see in the dark.,-0.02890516
41,Active,exp02,recall,blender,lure,blend things,This item can be used to un-blend any slurry.,0.08893728
41,Active,exp02,recall,remote,target,control tv,This item can control any device that is not in the same room.,0.24148291
41,Active,exp02,recall,camcorder,target,take a video,This item has unlimited memory capacity.,-0.07465106
42,Active,exp02,recall,frame,lure,Doesn't display a picture.,This item can only be used for black and white photographs.,0.25261956
42,Active,exp02,recall,headphones,lure,Inverts sound.,This item inverts all sounds when worn.,0.337658
42,Passive,exp02,recall,gramophone,target,Only scratches vinyls,This item plays music backwards.,0.22258958
42,Passive,exp02,recall,shoppingcart,lure,Holds infinite amount of items,This item can move without being pushed.,0.26440546
42,Active,exp02,recall,dartboard,target,Automatically attracts darts,This item attracts darts that are thrown at it.,0.60479903
42,Passive,exp02,recall,discoball,target,Spins infinitely,This item only spins if you dance.,0.40966395
42,Active,exp02,recall,blender,lure,Can blend anything into a slurry,This item can be used to un-blend any slurry.,0.54999787
