subject,condition,response,experiment,task,question,prompt,min,max
138,Active,1,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
138,Active,1,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
139,Active,5,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
139,Active,1,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
139,Active,5,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
139,Active,4,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
139,Active,4,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
139,Active,6,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
139,Active,6,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
139,Active,3,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
139,Active,3,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
140,Active,4,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
140,Active,2,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
140,Active,1,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
140,Active,5,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
140,Active,3,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
140,Active,3,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
140,Active,2,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
140,Active,1,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
140,Active,1,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
134,Active,4,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
134,Active,1,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
134,Active,2,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
134,Active,5,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
134,Active,0,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
134,Active,2,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
134,Active,1,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
134,Active,3,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
134,Active,1,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
135,Active,2,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
135,Active,2,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
135,Active,4,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
135,Active,6,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
135,Active,0,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
135,Active,2,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
135,Active,5,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
135,Active,1,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
135,Active,2,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
136,Active,3,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
136,Active,1,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
136,Active,1,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
136,Active,4,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
136,Active,2,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
136,Active,6,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
136,Active,1,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
136,Active,4,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
136,Active,4,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
128,Active,3,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
128,Active,3,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
128,Active,4,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
128,Active,3,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
128,Active,4,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
128,Active,3,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
128,Active,3,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
128,Active,4,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
128,Active,5,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
131,Active,3,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
131,Active,2,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
131,Active,2,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
131,Active,3,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
131,Active,2,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
131,Active,2,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
131,Active,6,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
131,Active,2,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
131,Active,3,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
132,Active,1,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
132,Active,1,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
132,Active,0,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
132,Active,2,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
132,Active,0,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
132,Active,1,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
132,Active,2,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
132,Active,2,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
132,Active,1,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
133,Active,1,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
133,Active,1,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
133,Active,2,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
133,Active,4,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
133,Active,1,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
133,Active,2,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
133,Active,1,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
133,Active,5,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
133,Active,2,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
141,Active,1,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
141,Active,2,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
141,Active,2,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
141,Active,4,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
141,Active,4,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
141,Active,4,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
141,Active,5,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
141,Active,2,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
141,Active,2,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
142,Active,3,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
142,Active,2,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
142,Active,2,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
142,Active,2,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
142,Active,3,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
142,Active,3,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
142,Active,1,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
142,Active,3,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
142,Active,4,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
143,Active,5,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
143,Active,3,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
143,Active,4,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
143,Active,5,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
143,Active,5,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
143,Active,1,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
143,Active,2,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
143,Active,6,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
143,Active,1,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
144,Active,3,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
144,Active,3,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
144,Active,4,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
144,Active,4,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
144,Active,3,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
144,Active,3,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
144,Active,2,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
144,Active,4,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
144,Active,3,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
145,Active,2,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
145,Active,1,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
145,Active,0,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
145,Active,4,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
145,Active,0,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
145,Active,0,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
145,Active,0,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
145,Active,6,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
145,Active,6,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
146,Active,4,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
146,Active,4,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
146,Active,2,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
146,Active,3,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
146,Active,3,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
146,Active,2,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
146,Active,1,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
146,Active,3,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
146,Active,6,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
224,Passive,6,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
224,Passive,4,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
224,Passive,4,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
224,Passive,4,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
224,Passive,6,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
224,Passive,6,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
224,Passive,1,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
224,Passive,6,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
224,Passive,4,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
224,Passive,5,exp01,posttask_survey,item_prediction,Did you feel like you were able to predict where the items should go before the user did?,I was frequently predicting the items’ correct location before the user.,I did not know where the items should go at all.
224,Passive,1,exp01,posttask_survey,action_prediction,Did you feel like you were able to predict the actions of the user?,I was frequently predicting the actions the user would next make.,I did not know what moves the user would make at all.
224,Passive,2,exp01,posttask_survey,expectation,Were you expecting the user’s correct/incorrect results during the game task?,"When the user got a correct/incorrect result, I was always expecting the result they got.","When the user got a correct/incorrect result, I was always surprised by the result they got."
224,Passive,5,exp01,posttask_survey,passive_presence,How present did you feel with the user playing the game?,"I felt like I was in the game, actively making guesses with the user.","I felt like I was apart from the game, distantly watching the user make guesses."
225,Passive,1,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
225,Passive,,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
225,Passive,3,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
225,Passive,4,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
225,Passive,,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
225,Passive,3,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
225,Passive,3,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
225,Passive,3,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
225,Passive,3,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
225,Passive,3,exp01,posttask_survey,item_prediction,Did you feel like you were able to predict where the items should go before the user did?,I was frequently predicting the items’ correct location before the user.,I did not know where the items should go at all.
225,Passive,4,exp01,posttask_survey,action_prediction,Did you feel like you were able to predict the actions of the user?,I was frequently predicting the actions the user would next make.,I did not know what moves the user would make at all.
225,Passive,4,exp01,posttask_survey,expectation,Were you expecting the user’s correct/incorrect results during the game task?,"When the user got a correct/incorrect result, I was always expecting the result they got.","When the user got a correct/incorrect result, I was always surprised by the result they got."
225,Passive,2,exp01,posttask_survey,passive_presence,How present did you feel with the user playing the game?,"I felt like I was in the game, actively making guesses with the user.","I felt like I was apart from the game, distantly watching the user make guesses."
229,Passive,4,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
229,Passive,5,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
229,Passive,5,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
229,Passive,5,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
229,Passive,4,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
229,Passive,6,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
229,Passive,4,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
229,Passive,5,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
229,Passive,6,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
229,Passive,5,exp01,posttask_survey,item_prediction,Did you feel like you were able to predict where the items should go before the user did?,I was frequently predicting the items’ correct location before the user.,I did not know where the items should go at all.
229,Passive,2,exp01,posttask_survey,action_prediction,Did you feel like you were able to predict the actions of the user?,I was frequently predicting the actions the user would next make.,I did not know what moves the user would make at all.
229,Passive,3,exp01,posttask_survey,expectation,Were you expecting the user’s correct/incorrect results during the game task?,"When the user got a correct/incorrect result, I was always expecting the result they got.","When the user got a correct/incorrect result, I was always surprised by the result they got."
229,Passive,6,exp01,posttask_survey,passive_presence,How present did you feel with the user playing the game?,"I felt like I was in the game, actively making guesses with the user.","I felt like I was apart from the game, distantly watching the user make guesses."
230,Passive,4,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
230,Passive,4,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
