subject,experiment,task,condition,item,recall,original_description,semantic_similarity
130,exp01,recall,Active,rubikscube,This item scrambles itself as you try to solve it,This item scrambles itself if you try to solve it.,0.9450021
130,exp01,recall,Active,binoculars,,This item can be used to see through any object.,-0.066939704
130,exp01,recall,Active,applecore,,"This item grows into any tree desired, if tossed.",-0.0684176
130,exp01,recall,Active,alarmclock,,This item only goes off after you wake up.,-0.003232095
130,exp01,recall,Active,shoppingcart,,This item can move without being pushed.,-0.061893344
130,exp01,recall,Active,camcorder,expands memory capacity,This item has unlimited memory capacity.,0.6664238
130,exp01,recall,Active,laptop,does not work in areas with internet connection,This item works only in areas without internet connection.,0.6925401
130,exp01,recall,Active,bowlingball,can weigh anything ,This item weighs whatever weight you choose it to weigh.,0.48666131
130,exp01,recall,Active,gavel,,This item can only be held by children.,-0.05464585
130,exp01,recall,Active,microscope,physically enlarges any object in its focus,This item physically enlarges any object it focuses on.,0.7564857
130,exp01,recall,Active,skates,,This item can skate on any surface except ice.,-0.04531532
130,exp01,recall,Active,broom,,This item collects more dust the more you sweep with it.,0.002540546
130,exp01,recall,Active,ladle,cannot hold any liquid,This item cannot hold any liquid.,0.7668169
130,exp01,recall,Active,gramophone,,This item can plays music backwards.,-0.042925384
130,exp01,recall,Active,starfish,,"This item can be used to wish for anything, but only once.",-0.024965335
130,exp01,recall,Active,trumpet,,This item can only play one note.,-0.020335596
130,exp01,recall,Active,pear,,This item grants invisibility to anyone who bites it.,-0.04415672
130,exp01,recall,Active,wateringcan,,This item soaks up water from plants.,-0.003618232
130,exp01,recall,Active,purse,,This item can only hold one item.,0.011646021
130,exp01,recall,Active,blender,,This item can be used to un-blend any slurry.,-0.062941775
130,exp01,recall,Active,hanger,,This item instantly appears with the outfit of your choice.,-0.05757133
130,exp01,recall,Active,pen,,This item can only write in invisible ink.,0.017243374
130,exp01,recall,Active,gumballmachine,,This item dispenses candy that heals your jaw.,0.08239916
130,exp01,recall,Active,doghouse,can house any dog,This item adapts to fit the size of any dog that sits in it.,0.40477616
130,exp01,recall,Active,dogbowl,,This item fills up by itself.,-0.030405285
130,exp01,recall,Active,cactus,,This item can contains tea within its arms.,-0.04595695
130,exp01,recall,Active,hairclip,can hold anything but hair,This item can grasp everything except hair.,0.6447476
220,exp01,recall,Passive,wateringcan,hold water,This item soaks up water from plants.,0.22513306
220,exp01,recall,Passive,remote,tv,This item can control any device that is not in the same room.,0.13451625
220,exp01,recall,Passive,paperairplane,fly,This item can fly to anywhere if you toss it.,0.31146756
220,exp01,recall,Passive,frame,paint,This item can only be used for black and white photographs.,0.15453666
220,exp01,recall,Passive,binoculars,see through anything,This item can be used to see through any object.,0.32509553
220,exp01,recall,Passive,iron,gas,This item can wrinkle any fabric.,-0.01486541
220,exp01,recall,Passive,shoppingcart,shop,This item can move without being pushed.,-0.010075033
220,exp01,recall,Passive,seashell,water,This item can be used to hear city streets.,-0.035449408
220,exp01,recall,Passive,blender,water,This item can be used to un-blend any slurry.,0.020798067
220,exp01,recall,Passive,bowlingball,roll,This item weighs whatever weight you choose it to weigh.,0.10623868
220,exp01,recall,Passive,milkshake,taste like anything,This item tastes like anything you wish for it to taste like.,0.6773736
220,exp01,recall,Passive,rubikscube,puzzle,This item scrambles itself if you try to solve it.,0.27712268
220,exp01,recall,Passive,straightener,heat,This item gets colder the longer its left on.,0.22969663
220,exp01,recall,Passive,mortarpestle,extract,This item crushes anything with a single tap.,-0.036609434
220,exp01,recall,Passive,jug,can contain anything,"This item never empties, no matter how much you pour out of it.",0.16360492
220,exp01,recall,Passive,skates,skate,This item can skate on any surface except ice.,0.45846295
220,exp01,recall,Passive,trumpet,sing,This item can only play one note.,0.0977395
220,exp01,recall,Passive,applecore,taste like anything,"This item grows into any tree desired, if tossed.",0.028177306
220,exp01,recall,Passive,tapemeasure,measure distance,This item can measure an unlimited length.,0.2870071
220,exp01,recall,Passive,microscope,see through,This item physically enlarges any object it focuses on.,0.027628364
220,exp01,recall,Passive,walkietalkie,call,This item has an unlimited range.,-0.039101288
220,exp01,recall,Passive,cactus,contains tea in its arm,This item can contains tea within its arms.,0.71421605
220,exp01,recall,Passive,feather,fly,This item can be used to tickle any animal.,0.039474368
220,exp01,recall,Passive,broom,swipe,This item collects more dust the more you sweep with it.,0.098588526
221,exp01,recall,Passive,starfish,grants one wish\n,"This item can be used to wish for anything, but only once.",0.06429702
221,exp01,recall,Passive,alarmclock,only goes off after you awaken,This item only goes off after you wake up.,0.6704074
221,exp01,recall,Passive,gramophone,play things backwards,This item can plays music backwards.,0.4472729
221,exp01,recall,Passive,gavel,only can be held by children,This item can only be held by children.,0.65019786
221,exp01,recall,Passive,wateringcan,can draw water out of plants,This item soaks up water from plants.,0.51179487
221,exp01,recall,Passive,soccerball,comes back to you after you kick it,"This item can be kicked, but always rolls back to where it started.",0.326471
221,exp01,recall,Passive,bikepump,deflates tires,This item is can only be used to deflate tires.,0.49090332
221,exp01,recall,Passive,hairclip,can hold anything but hair,This item can grasp everything except hair.,0.6447476
221,exp01,recall,Passive,shoppingcart,can move forward automatically,This item can move without being pushed.,0.35290685
221,exp01,recall,Passive,seashell,can hear busy street noises,This item can be used to hear city streets.,0.3142625
221,exp01,recall,Passive,tapemeasure,can measure infinitely,This item can measure an unlimited length.,0.6283536
221,exp01,recall,Passive,jug,never runs out,"This item never empties, no matter how much you pour out of it.",0.30971786
221,exp01,recall,Passive,blender,can un-blend anything,This item can be used to un-blend any slurry.,0.32538545
221,exp01,recall,Passive,straightener,gets cold when not plugged in,This item gets colder the longer its left on.,0.32224265
221,exp01,recall,Passive,iron,don't recall,This item can wrinkle any fabric.,-0.10097353
221,exp01,recall,Passive,hanger,dont recall,This item instantly appears with the outfit of your choice.,-0.092973016
221,exp01,recall,Passive,pear,grows back,This item grants invisibility to anyone who bites it.,-0.021240417
221,exp01,recall,Passive,binoculars,can see through anything,This item can be used to see through any object.,0.51321185
221,exp01,recall,Passive,microscope,what it is examining gets larger,This item physically enlarges any object it focuses on.,0.27826148
221,exp01,recall,Passive,mortarpestle,crushes anything with one hit,This item crushes anything with a single tap.,0.48671538
221,exp01,recall,Passive,landline,can call anyone but can't pick up,"This item can reach any number, but cannot be answered.",0.34206498
221,exp01,recall,Passive,applecore,grows back after you eat it,"This item grows into any tree desired, if tossed.",0.26797226
221,exp01,recall,Passive,skates,can cut through anything,This item can skate on any surface except ice.,0.2826337
221,exp01,recall,Passive,doghouse,adapts to fit any sized dog,This item adapts to fit the size of any dog that sits in it.,0.7308021
221,exp01,recall,Passive,feather,can erase anything,This item can be used to tickle any animal.,0.063672535
221,exp01,recall,Passive,pretzel,can untie anything,This item unknots and ties itself back together.,0.18983544
221,exp01,recall,Passive,laptop,only works offline,This item works only in areas without internet connection.,0.45468026
221,exp01,recall,Passive,milkshake,tastes like anything you want it to,This item tastes like anything you wish for it to taste like.,0.76786757
221,exp01,recall,Passive,cereal,dont recall,This item makes you fall asleep if eaten.,-0.02045395
221,exp01,recall,Passive,piggybank,has a lot in it but when it breaks it all disappears. ,"This item is full until you break it, then it becomes empty.",0.59099245
221,exp01,recall,Passive,cactus,can turn into anything,This item can contains tea within its arms.,0.19667578
221,exp01,recall,Passive,rubikscube,automatically scrambles when you try to solve it,This item scrambles itself if you try to solve it.,0.595305
221,exp01,recall,Passive,gumballmachine,eating one makes you have special abilities,This item dispenses candy that heals your jaw.,0.17904286
221,exp01,recall,Passive,paperairplane,"when you throw it, it flies anywhere you want",This item can fly to anywhere if you toss it.,0.61575174
221,exp01,recall,Passive,fishbowl,automatically fills with water,"This item cannot spill water, no matter how much you shake it.",0.19494674
221,exp01,recall,Passive,broom,"when you sweep, it always picks up more dust",This item collects more dust the more you sweep with it.,0.67217994
221,exp01,recall,Passive,remote,can control any device not in the room,This item can control any device that is not in the same room.,0.72849786
221,exp01,recall,Passive,frame,turns the picture black and white,This item can only be used for black and white photographs.,0.473947
221,exp01,recall,Passive,donut,dont recall,This item dissapears if you try to eat it.,-0.012319651
221,exp01,recall,Passive,trumpet,can only play one note,This item can only play one note.,0.78046244
221,exp01,recall,Passive,ladle,can only ladle non-liquids,This item cannot hold any liquid.,0.33184278
221,exp01,recall,Passive,camcorder,has limited storage capabilities,This item has unlimited memory capacity.,0.5205306
221,exp01,recall,Passive,bowlingball,can become any weight,This item weighs whatever weight you choose it to weigh.,0.38892478
221,exp01,recall,Passive,purse,can only carry one thing,This item can only hold one item.,0.44130695
221,exp01,recall,Passive,dogbowl,only lets one thing pass through,This item fills up by itself.,0.19760492
221,exp01,recall,Passive,racquet,dont recall,"This item swings on its own, without human intervention.",0.031297848
222,exp01,recall,Passive,ladle,no clue,This item cannot hold any liquid.,0.019868555
222,exp01,recall,Passive,bowlingball,.,This item weighs whatever weight you choose it to weigh.,0.034238145
222,exp01,recall,Passive,frame,dont remember,This item can only be used for black and white photographs.,-0.023700427
222,exp01,recall,Passive,straightener,something to do with temperature,This item gets colder the longer its left on.,0.2335436
222,exp01,recall,Passive,gramophone,make noise,This item can plays music backwards.,0.038235836
222,exp01,recall,Passive,starfish,dont remember,"This item can be used to wish for anything, but only once.",-0.0431683
222,exp01,recall,Passive,purse,dont remember\n,This item can only hold one item.,-0.030964674
222,exp01,recall,Passive,jug,dont remember,"This item never empties, no matter how much you pour out of it.",0.059941377
222,exp01,recall,Passive,tapemeasure,measures long things\n,This item can measure an unlimited length.,0.30413774
222,exp01,recall,Passive,gavel,only children can use it,This item can only be held by children.,0.49866727
222,exp01,recall,Passive,remote,dont remember,This item can control any device that is not in the same room.,-0.023780368
222,exp01,recall,Passive,piggybank,dont remember,"This item is full until you break it, then it becomes empty.",-0.019455671
222,exp01,recall,Passive,toiletpaper,dont remember,This item cannot be torn.,0.027538614
222,exp01,recall,Passive,skates,dont remember\n,This item can skate on any surface except ice.,-0.056622725
222,exp01,recall,Passive,soccerball,dont remember\n,"This item can be kicked, but always rolls back to where it started.",-0.003846731
222,exp01,recall,Passive,applecore,dont remember,"This item grows into any tree desired, if tossed.",-0.11397152
222,exp01,recall,Passive,doghouse,dont remember,This item adapts to fit the size of any dog that sits in it.,-0.10831851
222,exp01,recall,Passive,trumpet,dont remember,This item can only play one note.,-0.013250038
222,exp01,recall,Passive,pretzel,dont remember,This item unknots and ties itself back together.,-0.054767553
222,exp01,recall,Passive,broom,dont remember,This item collects more dust the more you sweep with it.,-0.05332767
222,exp01,recall,Passive,seashell,dont remember,This item can be used to hear city streets.,-0.13604882
222,exp01,recall,Passive,hanger,dont remember,This item instantly appears with the outfit of your choice.,-0.14601056
222,exp01,recall,Passive,camcorder,dont remember,This item has unlimited memory capacity.,0.08651188
222,exp01,recall,Passive,iron,dont remember,This item can wrinkle any fabric.,-0.11648121
222,exp01,recall,Passive,feather,dont remember,This item can be used to tickle any animal.,-0.11298124
222,exp01,recall,Passive,donut,dont remember,This item dissapears if you try to eat it.,-0.041916538
222,exp01,recall,Passive,fishbowl,dont remember,"This item cannot spill water, no matter how much you shake it.",0.021122351
222,exp01,recall,Passive,wateringcan,dont remember,This item soaks up water from plants.,-0.002821703
222,exp01,recall,Passive,pen,dont remember,This item can only write in invisible ink.,-0.026202261
222,exp01,recall,Passive,shoppingcart,dont remember,This item can move without being pushed.,-0.11795708
222,exp01,recall,Passive,racquet,dont remember,"This item swings on its own, without human intervention.",0.026862238
222,exp01,recall,Passive,binoculars,dont remember,This item can be used to see through any object.,-0.13088408
222,exp01,recall,Passive,laptop,dont remember,This item works only in areas without internet connection.,0.001292624
222,exp01,recall,Passive,alarmclock,dont remember,This item only goes off after you wake up.,0.120910235
222,exp01,recall,Passive,rubikscube,dont remember,This item scrambles itself if you try to solve it.,-0.06869054
222,exp01,recall,Passive,cactus,dont remember,This item can contains tea within its arms.,-0.12818387
223,exp01,recall,Passive,bikepump,Fills up tires,This item is can only be used to deflate tires.,0.4552756
223,exp01,recall,Passive,seashell,can hear city sounds,This item can be used to hear city streets.,0.4633718
223,exp01,recall,Passive,gramophone,can play music,This item can plays music backwards.,0.48854873
223,exp01,recall,Passive,purse,can hold anything,This item can only hold one item.,0.33407414
223,exp01,recall,Passive,soccerball,can be kicked but always rolls back to where it was,"This item can be kicked, but always rolls back to where it started.",0.8092159
223,exp01,recall,Passive,bowlingball,weighs whatever you wish it to weigh,This item weighs whatever weight you choose it to weigh.,0.798976
223,exp01,recall,Passive,hairclip,can grasp anything but hair,This item can grasp everything except hair.,0.7407285
223,exp01,recall,Passive,alarmclock,only goes off after you wake up,This item only goes off after you wake up.,0.74856323
223,exp01,recall,Passive,iron,can make any fabric wrinkly,This item can wrinkle any fabric.,0.7132876
223,exp01,recall,Passive,paperairplane,can fly,This item can fly to anywhere if you toss it.,0.42140758
223,exp01,recall,Passive,rubikscube,cannot be solved,This item scrambles itself if you try to solve it.,0.2601937
223,exp01,recall,Passive,landline,can call but can never be called back,"This item can reach any number, but cannot be answered.",0.2793095
223,exp01,recall,Passive,hanger,holds clothing,This item instantly appears with the outfit of your choice.,0.13843882
223,exp01,recall,Passive,gumballmachine,dispenses candy that heals your jaw,This item dispenses candy that heals your jaw.,0.88908935
223,exp01,recall,Passive,racquet,can move on its own without human intervention,"This item swings on its own, without human intervention.",0.57008433
223,exp01,recall,Passive,mortarpestle,can mash up anything,This item crushes anything with a single tap.,0.19032419
223,exp01,recall,Passive,applecore,disappears if eaten,"This item grows into any tree desired, if tossed.",0.15073536
223,exp01,recall,Passive,feather,is very light,This item can be used to tickle any animal.,0.0979153
223,exp01,recall,Passive,shoppingcart,can be pushed by anyone,This item can move without being pushed.,0.42771557
223,exp01,recall,Passive,ladle,cannot hold liquid,This item cannot hold any liquid.,0.69301903
223,exp01,recall,Passive,straightener,gets colder the longer it is on,This item gets colder the longer its left on.,0.75630695
223,exp01,recall,Passive,skates,can skate on anything but ice,This item can skate on any surface except ice.,0.7822262
223,exp01,recall,Passive,walkietalkie,emits a signal,This item has an unlimited range.,0.105908215
223,exp01,recall,Passive,donut,disappears when you try to eat it,This item dissapears if you try to eat it.,0.6955327
223,exp01,recall,Passive,tapemeasure,can measure any distance,This item can measure an unlimited length.,0.48816985
223,exp01,recall,Passive,doghouse,changes shape to fit the dog inside,This item adapts to fit the size of any dog that sits in it.,0.50544965
223,exp01,recall,Passive,milkshake,can taste like whatever you wish for it to taste like,This item tastes like anything you wish for it to taste like.,0.8628939
223,exp01,recall,Passive,fishbowl,can be shaken around but water will never spill out,"This item cannot spill water, no matter how much you shake it.",0.66544783
223,exp01,recall,Passive,cactus,has tea inside its arms,This item can contains tea within its arms.,0.6433579
223,exp01,recall,Passive,microscope,physically enlarges anything you look at,This item physically enlarges any object it focuses on.,0.33544996
223,exp01,recall,Passive,wateringcan,absorbs water from plants,This item soaks up water from plants.,0.7302774
223,exp01,recall,Passive,piggybank,does not hold coins,"This item is full until you break it, then it becomes empty.",0.15114883
223,exp01,recall,Passive,starfish,can be found at the beach,"This item can be used to wish for anything, but only once.",0.08614097
223,exp01,recall,Passive,pear,cannot be eaten,This item grants invisibility to anyone who bites it.,0.001438584
223,exp01,recall,Passive,gavel,can only be held by children,This item can only be held by children.,0.69409025
223,exp01,recall,Passive,pretzel,can be twisted into any shape,This item unknots and ties itself back together.,0.20128416
223,exp01,recall,Passive,frame,can only hold black and white photographs,This item can only be used for black and white photographs.,0.7333547
223,exp01,recall,Passive,blender,can be used to unblend any slurry,This item can be used to un-blend any slurry.,0.7895621
226,exp01,recall,Passive,bikepump,it has limitless pumping capacities,This item is can only be used to deflate tires.,0.18860337
226,exp01,recall,Passive,purse,,This item can only hold one item.,0.011646021
226,exp01,recall,Passive,hairclip,it can hold anything but hair,This item can grasp everything except hair.,0.65573657
226,exp01,recall,Passive,binoculars,it can see through anything,This item can be used to see through any object.,0.48623368
226,exp01,recall,Passive,rubikscube,mixes itself up every time you play with it,This item scrambles itself if you try to solve it.,0.19650026
226,exp01,recall,Passive,jug,it fills itself,"This item never empties, no matter how much you pour out of it.",0.27983975
226,exp01,recall,Passive,mailbox,it can collect mail from anywhere instantly,This item can receive mail from anywhere instantaneously.,0.74454427
226,exp01,recall,Passive,soccerball,,"This item can be kicked, but always rolls back to where it started.",-0.015759502
226,exp01,recall,Passive,tapemeasure,,This item can measure an unlimited length.,-0.059500217
226,exp01,recall,Passive,mortarpestle,,This item crushes anything with a single tap.,-0.015745107
226,exp01,recall,Passive,landline,can receive unlimited calls but cannot answer,"This item can reach any number, but cannot be answered.",0.46215957
226,exp01,recall,Passive,camcorder,,This item has unlimited memory capacity.,-0.05969113
226,exp01,recall,Passive,laptop,cant connect to internet?,This item works only in areas without internet connection.,0.44106755
226,exp01,recall,Passive,pear,if you take a bite you can turn invisible,This item grants invisibility to anyone who bites it.,0.45377815
226,exp01,recall,Passive,bowlingball,it weighs however much you want it to,This item weighs whatever weight you choose it to weigh.,0.4501838
226,exp01,recall,Passive,broom,it collects dust while you sleep,This item collects more dust the more you sweep with it.,0.54009557
226,exp01,recall,Passive,toiletpaper,,This item cannot be torn.,0.021162901
226,exp01,recall,Passive,seashell,it can hear the sounds of traffic,This item can be used to hear city streets.,0.33572507
226,exp01,recall,Passive,wateringcan,it doesnt fill up,This item soaks up water from plants.,0.12800059
226,exp01,recall,Passive,frame,,This item can only be used for black and white photographs.,-0.02587657
226,exp01,recall,Passive,skates,,This item can skate on any surface except ice.,-0.04531532
226,exp01,recall,Passive,piggybank,if it breaks you get whats inside,"This item is full until you break it, then it becomes empty.",0.42342
226,exp01,recall,Passive,donut,it tastes however you want it to taste,This item dissapears if you try to eat it.,0.3819351
226,exp01,recall,Passive,remote,it only works from a different room,This item can control any device that is not in the same room.,0.44905272
226,exp01,recall,Passive,walkietalkie,,This item has an unlimited range.,-0.011129776
226,exp01,recall,Passive,alarmclock,,This item only goes off after you wake up.,-0.003232095
226,exp01,recall,Passive,shoppingcart,it drives itself,This item can move without being pushed.,0.17311239
226,exp01,recall,Passive,fishbowl,,"This item cannot spill water, no matter how much you shake it.",0.040091712
226,exp01,recall,Passive,gramophone,it only plays music backwards,This item can plays music backwards.,0.7309027
226,exp01,recall,Passive,hanger,it picks your best outfit for you,This item instantly appears with the outfit of your choice.,0.5679991
226,exp01,recall,Passive,iron,it wrinkles your clothes,This item can wrinkle any fabric.,0.45109424
226,exp01,recall,Passive,pretzel,it knots and unties itself,This item unknots and ties itself back together.,0.46241266
226,exp01,recall,Passive,gumballmachine,,This item dispenses candy that heals your jaw.,0.08239916
226,exp01,recall,Passive,ladle,,This item cannot hold any liquid.,0.013419785
226,exp01,recall,Passive,paperairplane,it can fly wherever you want it to,This item can fly to anywhere if you toss it.,0.6089698
226,exp01,recall,Passive,applecore,it can be planted to grow any tree,"This item grows into any tree desired, if tossed.",0.5586577
226,exp01,recall,Passive,blender,it unblends what you put in it,This item can be used to un-blend any slurry.,0.16428837
226,exp01,recall,Passive,straightener,,This item gets colder the longer its left on.,0.007119
226,exp01,recall,Passive,starfish,,"This item can be used to wish for anything, but only once.",-0.024965331
226,exp01,recall,Passive,microscope,,This item physically enlarges any object it focuses on.,-0.055728495
226,exp01,recall,Passive,cactus,holds tea between its arms,This item can contains tea within its arms.,0.5909543
226,exp01,recall,Passive,gavel,,This item can only be held by children.,-0.05464585
226,exp01,recall,Passive,milkshake,tastes however you want it to,This item tastes like anything you wish for it to taste like.,0.583077
227,exp01,recall,Passive,soccerball,it rolls back to wherever it started,"This item can be kicked, but always rolls back to where it started.",0.6072806
227,exp01,recall,Passive,tapemeasure,not sure\n,This item can measure an unlimited length.,-0.08126563
227,exp01,recall,Passive,gumballmachine,its candy has healing magic powers,This item dispenses candy that heals your jaw.,0.49581975
227,exp01,recall,Passive,rubikscube,"when you try to solve it, it scrambles itself",This item scrambles itself if you try to solve it.,0.68324125
227,exp01,recall,Passive,wateringcan,it soaks up water from plants,This item soaks up water from plants.,0.8176551
227,exp01,recall,Passive,trumpet,not sure,This item can only play one note.,-0.009606406
227,exp01,recall,Passive,doghouse,it adapts to any size dog that enters it,This item adapts to fit the size of any dog that sits in it.,0.7161024
227,exp01,recall,Passive,bowlingball,it can be any weight you want it to be,This item weighs whatever weight you choose it to weigh.,0.5339661
227,exp01,recall,Passive,seashell,not sure,This item can be used to hear city streets.,-0.06507348
227,exp01,recall,Passive,hanger,it appears on your selected outfit of choice,This item instantly appears with the outfit of your choice.,0.6173535
227,exp01,recall,Passive,cactus,its leaves store tea,This item can contains tea within its arms.,0.4022069
227,exp01,recall,Passive,microscope,it physically enlarges anything you observe under it,This item physically enlarges any object it focuses on.,0.42876983
227,exp01,recall,Passive,skates,it can be used on any surface except ice,This item can skate on any surface except ice.,0.74034286
227,exp01,recall,Passive,hairclip,it can grasp anything except hair,This item can grasp everything except hair.,0.75114596
227,exp01,recall,Passive,paperairplane,it can fly to any desired location,This item can fly to anywhere if you toss it.,0.56638616
227,exp01,recall,Passive,milkshake,it can taste like any flavor you desire,This item tastes like anything you wish for it to taste like.,0.7915602
227,exp01,recall,Passive,toiletpaper,not sure,This item cannot be torn.,0.052631937
227,exp01,recall,Passive,mailbox,it can receive mail from anywhere in the world,This item can receive mail from anywhere instantaneously.,0.7469081
227,exp01,recall,Passive,shoppingcart,it can move on its own without a person pushing it,This item can move without being pushed.,0.5047171
227,exp01,recall,Passive,dogbowl,it can fill itself up,This item fills up by itself.,0.4366538
227,exp01,recall,Passive,frame,it can only be used for black and white photographs,This item can only be used for black and white photographs.,0.8697956
227,exp01,recall,Passive,iron,it adds wrinkles,This item can wrinkle any fabric.,0.4313565
227,exp01,recall,Passive,donut,not sure,This item dissapears if you try to eat it.,0.007031597
227,exp01,recall,Passive,purse,it can only hold one item,This item can only hold one item.,0.79676366
227,exp01,recall,Passive,gavel,not sure,This item can only be held by children.,0.002774436
227,exp01,recall,Passive,mortarpestle,it can break any item in one tap,This item crushes anything with a single tap.,0.4723674
227,exp01,recall,Passive,ladle,it cannot hold any liquid,This item cannot hold any liquid.,0.81226724
227,exp01,recall,Passive,piggybank,not sure,"This item is full until you break it, then it becomes empty.",-0.061484344
227,exp01,recall,Passive,pear,when you eat it you become invisible,This item grants invisibility to anyone who bites it.,0.3794517
227,exp01,recall,Passive,pretzel,it can knot and unknot itself,This item unknots and ties itself back together.,0.49606645
227,exp01,recall,Passive,camcorder,not sure,This item has unlimited memory capacity.,0.009812444
227,exp01,recall,Passive,binoculars,they can see through any object,This item can be used to see through any object.,0.704326
227,exp01,recall,Passive,gramophone,it can play any song backwards,This item can plays music backwards.,0.6346471
227,exp01,recall,Passive,pen,not sure,This item can only write in invisible ink.,0.03900281
227,exp01,recall,Passive,fishbowl,"not matter how much it is shaken, it cannot spill","This item cannot spill water, no matter how much you shake it.",0.63394934
227,exp01,recall,Passive,landline,it can call anywhere in the world but the call will not be answered,"This item can reach any number, but cannot be answered.",0.4590933
227,exp01,recall,Passive,laptop,not sure,This item works only in areas without internet connection.,-0.000658479
227,exp01,recall,Passive,alarmclock,the alarm only goes off after you wake up,This item only goes off after you wake up.,0.69967544
227,exp01,recall,Passive,racquet,it can move by itself,"This item swings on its own, without human intervention.",0.33485648
227,exp01,recall,Passive,feather,it can tickle any animal,This item can be used to tickle any animal.,0.79113233
227,exp01,recall,Passive,starfish,not sure,"This item can be used to wish for anything, but only once.",-0.058157526
227,exp01,recall,Passive,jug,it is never empty,"This item never empties, no matter how much you pour out of it.",0.41973847
227,exp01,recall,Passive,bikepump,it can deflate any tire,This item is can only be used to deflate tires.,0.6233179
227,exp01,recall,Passive,walkietalkie,it has unlimited range,This item has an unlimited range.,0.7320869
227,exp01,recall,Passive,broom,it creates dust,This item collects more dust the more you sweep with it.,0.43371573
227,exp01,recall,Passive,remote,it can be used on any device in a different room,This item can control any device that is not in the same room.,0.6415765
227,exp01,recall,Passive,applecore,not sure,"This item grows into any tree desired, if tossed.",-0.009415574
137,exp01,recall,Active,hanger,makes any desired clothing item reappear,This item instantly appears with the outfit of your choice.,0.39731544
137,exp01,recall,Active,pen,--,This item can only write in invisible ink.,0.017243374
137,exp01,recall,Active,jug,takes water,"This item never empties, no matter how much you pour out of it.",0.13028531
137,exp01,recall,Active,soccerball,redo things,"This item can be kicked, but always rolls back to where it started.",0.0713155
137,exp01,recall,Active,dogbowl,--,This item fills up by itself.,-0.030405285
137,exp01,recall,Active,starfish,--,"This item can be used to wish for anything, but only once.",-0.024965331
137,exp01,recall,Active,binoculars,--,This item can be used to see through any object.,-0.066939704
137,exp01,recall,Active,mortarpestle,dont kmow,This item crushes anything with a single tap.,0.06187347
137,exp01,recall,Active,bikepump,--,This item is can only be used to deflate tires.,-0.001429157
137,exp01,recall,Active,pear,--,This item grants invisibility to anyone who bites it.,-0.04415672
137,exp01,recall,Active,cactus,holds something,This item can contains tea within its arms.,0.090069264
137,exp01,recall,Active,racquet,hit without humans,"This item swings on its own, without human intervention.",0.23137791
137,exp01,recall,Active,tapemeasure,measure anyhting,This item can measure an unlimited length.,0.30521858
137,exp01,recall,Active,pretzel,dont know,This item unknots and ties itself back together.,-0.123454124
137,exp01,recall,Active,ladle,ladle,This item cannot hold any liquid.,0.15364149
137,exp01,recall,Active,camcorder,unlimited memory,This item has unlimited memory capacity.,0.63317895
137,exp01,recall,Active,trumpet,--,This item can only play one note.,-0.020335596
137,exp01,recall,Active,seashell,--,This item can be used to hear city streets.,-0.037293687
137,exp01,recall,Active,gramophone,play backwards,This item can plays music backwards.,0.39171958
137,exp01,recall,Active,paperairplane,fly anywhere,This item can fly to anywhere if you toss it.,0.39531022
137,exp01,recall,Active,fishbowl,--,"This item cannot spill water, no matter how much you shake it.",0.04009172
137,exp01,recall,Active,broom,clean,This item collects more dust the more you sweep with it.,0.13089266
137,exp01,recall,Active,piggybank,is full and becomes empty when broken,"This item is full until you break it, then it becomes empty.",0.6763334
137,exp01,recall,Active,straightener,--,This item gets colder the longer its left on.,0.007119
137,exp01,recall,Active,remote,controls items from far away,This item can control any device that is not in the same room.,0.28164357
137,exp01,recall,Active,purse,stores ,This item can only hold one item.,0.084252864
137,exp01,recall,Active,mailbox,--,This item can receive mail from anywhere instantaneously.,-0.036302514
137,exp01,recall,Active,gavel,can only be used by children,This item can only be held by children.,0.61613315
137,exp01,recall,Active,gumballmachine,--,This item dispenses candy that heals your jaw.,0.08239916
137,exp01,recall,Active,donut,--,This item dissapears if you try to eat it.,-0.004117373
137,exp01,recall,Active,laptop,unlimited storage,This item works only in areas without internet connection.,0.083329566
137,exp01,recall,Active,milkshake,--,This item tastes like anything you wish for it to taste like.,0.014902592
137,exp01,recall,Active,iron,wrinkle anything,This item can wrinkle any fabric.,0.45519894
137,exp01,recall,Active,rubikscube,jumble anything,This item scrambles itself if you try to solve it.,0.1899217
137,exp01,recall,Active,toiletpaper,does not tear,This item cannot be torn.,0.32259524
137,exp01,recall,Active,microscope,enlarges things,This item physically enlarges any object it focuses on.,0.24798894
137,exp01,recall,Active,applecore,disaapear when finished,"This item grows into any tree desired, if tossed.",-0.01694445
137,exp01,recall,Active,cereal,--,This item makes you fall asleep if eaten.,-0.041454516
137,exp01,recall,Active,frame,displays,This item can only be used for black and white photographs.,-0.002176776
137,exp01,recall,Active,shoppingcart,rolls,This item can move without being pushed.,0.06964865
138,exp01,recall,Active,wateringcan,,This item soaks up water from plants.,-0.003618232
138,exp01,recall,Active,hairclip,holds everything except for hair,This item can grasp everything except hair.,0.62961507
138,exp01,recall,Active,pretzel,tight knots,This item unknots and ties itself back together.,0.1545381
138,exp01,recall,Active,purse,,This item can only hold one item.,0.011646021
138,exp01,recall,Active,binoculars,see everything,This item can be used to see through any object.,0.06635368
138,exp01,recall,Active,fishbowl,,"This item cannot spill water, no matter how much you shake it.",0.040091712
138,exp01,recall,Active,camcorder,,This item has unlimited memory capacity.,-0.05969113
